sgRNA	Gene	D1_high	D1_low	D2_high	D2_low	D3_high	D3_low	D4_high	D4_low
s_698	ZBTB48	3756	4044	4109	5301	274	341	103	139
s_102	FOXL2	2409	2647	2751	3265	795	972	358	409
s_1894	SRF	1681	1882	1946	2527	651	674	223	296
s_5863	Non-Targeting Control	2730	3242	3289	4118	1202	1346	437	580
s_4335	ZNF554	3073	3528	3552	4502	504	574	198	291
s_4825	ZNF449	2287	2575	2476	3396	755	861	278	387
s_3554	ZNF302	3306	3489	3826	4798	1184	1260	463	587
s_4252	TGIF2LY	1848	2035	2313	2909	136	124	58	52
s_3442	FEV	2517	2792	2555	3882	763	963	209	508
s_3119	HEY1	1600	1716	1763	2198	591	608	174	314
s_3653	ZNF492	2023	2113	2244	2927	106	107	55	41
s_2421	ZNF175	2036	2427	2460	3142	768	797	317	356
s_3791	PRDM15	1339	1625	1727	1986	401	497	239	195
s_1700	RFX5	2986	3286	3292	4250	303	352	138	165
s_4434	ZNF684	2669	3128	3043	3964	1182	1245	432	545
s_2729	CLOCK	1853	2058	2014	2897	685	783	267	371
s_4103	ZNF528	2735	3212	3272	4197	1035	1159	427	519
s_1705	RORB	2025	2257	2166	3000	599	651	245	283
s_3195	PTPN22	2565	2726	2858	3631	1116	1177	430	537
s_4049	ZNF93	3295	3780	3768	4809	1234	1330	471	422
s_2775	NR1I3	1876	2198	2107	2796	761	812	327	337
s_4312	FOXP2	3090	3689	3641	4774	1252	1322	514	581
s_4000	ZNF430	1816	2177	2108	2895	756	875	305	341
s_1780	SHOX2	1641	1889	1744	2256	604	668	207	318
s_2883	AGPAT1	2063	2328	2396	3061	490	526	224	243
s_338	E2F5	4198	4813	4851	6349	1258	1469	509	657
s_707	HLA-C	1217	1301	1272	1594	52	54	30	19
s_1830	SOX4	1540	1755	1825	2332	258	270	104	123
s_2518	MAFK	1307	1371	1540	2051	101	258	66	68
s_3894	IRX3	1607	1846	1816	2391	471	550	207	234
s_1909	STAT2	2116	2417	2476	3253	36	53	19	16
s_408	EMX2	1907	2033	1957	2719	750	782	277	347
s_4495	ZFP28	2623	2926	2898	3837	900	1008	372	429
s_381	ELF4	3006	3222	3590	4528	990	1073	383	461
s_3182	ZBTB20	1874	2120	1866	2713	700	803	259	377
s_562	FOXO3	1588	1720	1719	2206	699	737	297	307
s_3103	SATB2	2479	2804	2761	3461	888	960	352	420
s_1280	MXI1	2195	2462	2580	3281	902	953	326	442
s_3855	ISL2	1727	1964	1934	2450	291	338	121	125
s_4409	ZNF441	2316	2585	2733	3486	903	914	362	415
s_4878	EBF3	2623	2898	3009	3954	950	1041	370	486
s_4737	ZNF467	2024	2370	2274	3048	571	569	192	292
s_2582	KLF11	1750	1937	1969	2594	549	495	205	283
s_2672	ZBTB22	1925	2092	2189	2806	738	824	303	395
s_5694	Non-Targeting Control	2126	2391	2286	3100	771	916	341	437
s_5605	Non-Targeting Control	1995	2507	2339	3218	545	671	245	279
s_5000	VSX2	2028	2196	2300	2925	18	15	7	3
s_2787	NR2E3	1597	1855	1814	2352	520	594	175	245
s_876	HOXC4	2619	2866	2848	3790	1084	1129	420	530
s_989	IL2	2610	2916	3106	3976	630	608	241	289
s_404	EMX1	1004	1119	1278	1605	395	419	147	172
s_1219	MEF2D	3029	3206	3250	4070	1062	1159	405	544
s_4518	GSC	3078	3550	3396	4545	1120	1210	443	572
s_4593	ZNF681	1747	1879	1935	2609	574	637	246	293
s_2427	ZNF177	2346	2759	2665	3590	585	600	234	280
s_1959	TBX2	1589	1723	1785	2325	323	406	144	181
s_5780	Non-Targeting Control	2054	2303	2400	3073	713	819	306	329
s_162	CDX1	1232	1419	1421	1768	179	201	98	89
s_2442	ZNF189	3108	3524	3559	4464	1151	1243	477	538
s_1499	PBX1	2029	2259	2358	3011	697	762	273	361
s_2910	CTCF	1889	2140	2159	2824	505	723	262	297
s_5362	ZNF705B	2083	2200	2290	2978	672	751	251	339
s_1169	SMAD1	2365	2480	2524	3370	930	1017	385	430
s_5368	DUX4	1204	1440	1341	1781	279	332	140	186
s_4734	ZNF679	1772	1957	2047	2633	286	336	120	152
s_5211	YY2	1896	2058	2094	2838	766	910	316	379
s_4038	ZNF436	3281	3571	3537	4596	1255	1329	481	620
s_3559	DMAP1	2814	3132	3160	4135	936	1004	375	439
s_2854	BTN2A2	1961	2164	2224	2821	693	752	242	359
s_178	CEBPB	2014	2094	2154	2701	691	754	286	349
s_868	HOXB8	1466	1541	1589	2146	537	601	222	266
s_4651	HSFY2	1716	1851	1833	2465	222	244	110	120
s_2365	ZNF133	1641	1761	1781	2343	482	498	180	241
s_3016	KLF12	1879	2269	2121	2808	584	662	233	344
s_3099	MGA	3245	3864	3613	4817	964	1161	337	465
s_2466	ZNF214	2067	2430	2268	3103	183	181	59	93
s_1490	PAX7	1329	1529	1494	1858	388	442	179	191
s_1745	CCL1	1857	2068	2065	2752	465	509	186	215
s_2161	USF1	3606	4041	4142	5111	1221	1606	575	654
s_2438	ZSCAN26	2628	2874	2973	3851	984	1127	380	511
s_1245	KMT2A	1470	1519	1720	2040	582	675	248	275
s_40	PHOX2A	1174	1331	1355	1776	542	536	172	209
s_3424	BCL11A	1672	1844	1840	2499	274	320	111	164
s_4164	ZSCAN10	1202	1241	1225	1603	446	509	192	213
s_192	CEBPG	2872	3277	3215	4042	1083	1227	453	584
s_1904	SS18	1731	2000	2114	2629	687	667	281	341
s_1877	SPIB	2276	2637	2671	3522	712	762	272	386
s_2101	THRA	1516	1687	1771	2240	332	366	155	188
s_3858	DCLRE1B	2026	2326	2350	3037	729	803	263	347
s_4615	TCF23	1653	1848	1814	2301	711	791	308	346
s_892	HOXC9	2127	2532	2462	3095	407	396	171	155
s_5975	Non-Targeting Control	2641	2877	2743	3790	996	1134	409	506
s_749	HMX1	1327	1532	1453	2065	188	276	74	129
s_1107	IRF6	1947	2100	2182	2696	680	774	267	309
s_2126	TNFAIP3	1274	1379	1411	1765	433	476	154	208
s_1923	STAT5A	2098	2234	2066	2711	247	221	90	120
s_4770	ZNF431	1663	1939	2029	2744	386	416	164	215
s_4156	RAX2	2475	2827	2823	3688	681	869	298	390
s_3680	ZNF529	2226	2236	2558	3278	611	749	159	266
s_2875	DEAF1	1801	1956	1936	2636	647	719	250	289
s_4171	ZNF382	3791	4015	4228	5533	1492	1640	568	751
s_5397	Non-Targeting Control	1815	2131	2124	2892	642	762	283	302
s_2011	TCF15	1002	1052	1024	1388	107	156	60	74
s_5402	Non-Targeting Control	2128	2357	2460	3168	785	847	308	350
s_4776	ZNF675	2335	2593	2494	3507	97	114	43	47
s_2631	FOXH1	3093	3357	3485	4568	66	108	43	50
s_2658	ZBED1	1058	1139	1213	1542	98	123	38	55
s_3216	HEYL	1321	1479	1535	2028	592	644	249	289
s_1493	PAX9	2303	2623	2575	3260	276	354	113	146
s_2940	PHTF1	2259	2616	2754	3358	824	890	329	372
s_5791	Non-Targeting Control	1879	2201	2195	2845	491	569	206	254
s_248	CREBL2	2066	2369	2531	3177	762	883	302	369
s_2887	CXCL13	1191	1299	1323	1879	201	207	77	92
s_658	GTF2B	2185	2656	2781	3552	1071	1028	387	499
s_5090	ZNF81	2625	3068	3202	4136	245	327	110	143
s_4896	PTF1A	1472	1672	1716	2242	622	633	245	317
s_3871	ZFP69B	1684	1756	1900	2445	228	307	122	149
s_462	ETV1	2643	2907	3033	3928	876	1035	366	451
s_5469	Non-Targeting Control	2164	2486	2567	3281	781	831	307	376
s_5227	ZNF506	3566	3982	4128	5124	136	175	64	76
s_764	FOXA2	1650	1868	1877	2590	584	526	224	290
s_1192	MAF	2168	2221	2380	2972	883	896	332	420
s_3155	SPDEF	1760	1886	1951	2622	246	248	90	126
s_5839	Non-Targeting Control	1827	1838	1891	2421	210	268	76	116
s_4208	LHX4	2114	2259	2280	3030	652	668	234	290
s_4456	ZFP42	2152	2368	2582	3245	682	743	256	364
s_3585	ARNTL2	1682	1821	1731	2336	682	722	252	303
s_609	GATA6	1708	1798	1811	2384	104	124	53	65
s_3163	POU2F3	1932	2267	2197	3080	342	421	128	164
s_2715	TBX4	2550	2800	2823	3726	726	823	328	461
s_3589	LHX9	1263	1528	1501	2004	46	88	25	18
s_176	CEBPA	1890	2490	2391	3584	574	833	305	370
s_4384	FOXN4	2441	2677	2683	3464	798	856	314	373
s_5784	Non-Targeting Control	2227	2619	2594	3437	823	948	345	418
s_5219	ZNF705A	2142	2496	2536	3305	872	973	343	452
s_2702	NCR2	2296	2543	2599	3301	1012	1021	348	502
s_4368	ZNF641	3456	3972	4032	5251	318	372	142	174
s_3280	TFCP2L1	1571	1754	1915	2357	134	195	59	110
s_2018	TCF19	2179	2299	2176	3134	46	58	18	19
s_2319	ZNF74	3212	3256	3316	4307	390	453	162	192
s_220	CCR6	2203	2628	2615	3321	779	789	284	362
s_4521	MESP2	1582	1838	1724	2330	279	328	113	110
s_1868	SP3	2257	2590	2616	3489	795	809	285	351
s_2226	ZNF7	2231	2718	2770	3471	729	913	227	326
s_992	IL2	1760	2076	2012	2761	335	368	167	153
s_4321	FOXQ1	1253	1388	1405	1840	547	552	211	248
s_3810	SOX17	1511	1723	1535	2061	499	479	213	253
s_4464	NOBOX	2041	2137	2302	2877	752	784	304	337
s_1168	MXD1	1533	1802	1764	2390	510	565	208	280
s_5875	Non-Targeting Control	1789	1920	1906	2481	38	48	13	19
s_2293	ZKSCAN1	2587	2902	2924	3742	319	357	153	190
s_5295	FOXD4L6	1815	2059	1862	2501	568	591	229	268
s_1343	NFIA	1428	1557	1450	1974	530	585	206	260
s_3853	ISL2	1413	1605	1547	2021	219	227	88	94
s_3220	HBP1	1367	1575	1581	1946	512	606	205	259
s_5474	Non-Targeting Control	1868	2147	2025	2643	246	293	110	121
s_5156	FEZF1	1285	1338	1437	1932	75	81	27	35
s_3428	SOX18	1350	1486	1509	1803	561	610	229	274
s_1025	IL6ST	2279	2504	2488	3300	249	310	110	146
s_4284	ZNF765	2056	2425	2275	2960	712	785	308	342
s_3360	LEF1	2115	2439	2459	3174	608	657	268	314
s_3025	RBPJL	1392	1488	1391	1903	578	572	252	271
s_3746	BACH2	1588	1776	1859	2413	429	519	184	233
s_2511	LST1	1637	1832	1948	2378	596	602	247	288
s_2657	ZBED1	2276	2570	2357	3284	651	625	261	349
s_3348	MLXIPL	2265	2518	2713	3211	900	970	373	462
s_1042	IL12A	1288	1271	1286	1661	355	462	134	198
s_2019	TCF19	1210	1437	1336	1809	391	461	153	217
s_5048	ZSCAN22	2062	2404	2301	3092	822	938	364	460
s_1575	POU3F2	1853	2020	2172	2804	319	335	133	150
s_5709	Non-Targeting Control	2835	3171	3193	4234	725	850	336	411
s_3915	ZNF329	1612	1898	1965	2613	168	207	82	78
s_1328	NEUROD2	1805	2021	1999	2734	765	757	278	364
s_242	ATF6B	1354	1429	1509	1897	67	92	28	25
s_4783	ZNF627	2272	2597	2670	3529	824	894	311	381
s_4012	SP6	3359	3790	3819	4990	675	761	323	364
s_4702	ZNF114	1826	1926	2066	2646	739	733	301	359
s_4159	ZBTB45	1408	1539	1505	1987	518	540	207	268
s_1131	JUND	972	1221	1158	1740	452	560	209	259
s_2697	ZNF264	2273	2505	2526	3252	590	616	209	289
s_434	ESR1	2549	2817	2761	3585	910	975	337	478
s_1008	IL4	2695	2970	2922	3901	1025	1217	434	510
s_5966	Non-Targeting Control	1494	1668	1624	2194	240	268	117	132
s_1823	SOX2	3068	3341	3251	4262	1173	1251	464	582
s_3603	BBX	2320	2492	2647	3489	765	796	310	333
s_2534	LHX3	3596	3983	3940	5213	1281	1409	603	655
s_418	EPAS1	3414	3981	3784	5062	633	654	279	331
s_284	DDIT3	2239	2405	2365	2922	874	887	359	402
s_2483	ZNF225	2688	2924	2985	3751	542	602	221	263
s_4752	ZNF883	2101	2435	2467	3136	634	751	249	302
s_1859	SP1	2261	2539	2589	3318	854	894	329	399
s_4242	ZNF439	4115	4708	5003	6411	1232	1354	508	598
s_9	NR0B1	1616	1840	1757	2322	575	697	241	301
s_4960	ZNF619	4056	4329	4670	6086	1031	1240	450	630
s_793	HOXA1	3357	3735	3667	4715	864	990	351	481
s_165	CDX2	1481	1685	1721	2298	734	830	250	362
s_1661	RARG	2396	2618	2622	3490	599	701	245	297
s_5778	Non-Targeting Control	2339	2536	2670	3416	245	401	231	149
s_2242	ZNF708	3207	3605	3571	4665	716	808	338	368
s_3474	ELP2	3498	3861	4108	5159	599	622	242	288
s_3699	NFE4	2923	3344	3398	4456	399	476	177	189
s_2580	FOXN1	1993	2270	2162	3045	750	828	294	384
s_2951	ZNF274	802	822	804	1142	216	240	86	116
s_2308	MZF1	1671	1971	2071	2623	367	454	140	206
s_2860	ZBTB18	2605	2952	3009	3809	862	935	358	452
s_1511	PDCD1	2892	3076	3009	4046	239	299	108	103
s_5538	Non-Targeting Control	2415	2731	2882	3533	1105	1145	427	550
s_5679	Non-Targeting Control	1799	1931	1949	2709	307	328	147	158
s_1427	NPAS1	3009	3501	3563	4652	288	306	100	110
s_3636	ZNF490	1441	1629	1882	2306	454	516	220	244
s_3122	HEY2	3167	3765	3587	4795	1351	1458	573	663
s_3076	ATF6	3105	3465	3466	4429	1251	1305	541	562
s_2465	ZNF214	2302	2647	2451	3345	714	754	269	373
s_135	CBFB	1991	2248	2296	3019	681	761	250	340
s_5134	ZNF749	4181	4840	4788	6147	1675	1769	672	756
s_1838	SOX9	896	934	927	1211	112	118	51	49
s_4105	ZNF333	2457	2712	2699	3693	136	204	55	68
s_483	ETV6	2154	2442	2676	3231	932	953	348	459
s_3735	PRDM12	2469	2888	2958	3793	107	167	42	102
s_1267	MSX1	1286	1414	1312	1768	211	197	101	111
s_1918	STAT4	1266	1459	1411	1703	94	113	33	61
s_5251	DPRX	2653	3014	2953	4201	236	239	151	89
s_4538	ZNF480	2166	2482	2541	3239	955	995	421	432
s_5431	Non-Targeting Control	2439	2729	2604	3481	744	846	307	385
s_4283	ZNF765	2488	2826	2903	3760	185	271	71	121
s_3422	BCL11A	1465	1718	1776	2112	181	228	94	104
s_2842	KLF2	1345	1379	1393	1857	72	93	39	42
s_731	HLA-DRB1	1394	1340	1456	1910	291	298	113	148
s_5503	Non-Targeting Control	1311	1547	1477	1958	504	519	205	252
s_3901	ZNF557	1922	2154	2187	2660	327	444	148	183
s_5563	Non-Targeting Control	2066	2323	2313	3030	134	260	60	101
s_4992	FOXD4L3	1608	1760	1821	2372	410	430	139	217
s_4485	HDX	2465	2795	2839	3569	537	631	218	244
s_2671	ZBTB22	1729	1996	1991	2516	587	599	230	308
s_2061	TFAP4	3242	3789	3524	4809	1022	1274	502	621
s_2589	GCM1	2830	3077	3119	4139	645	707	278	328
s_5342	ZNF737	2910	3151	3205	4101	1241	1256	486	574
s_1871	SP4	2158	2335	2256	3235	1001	1035	388	472
s_1456	OTX1	1852	2082	2129	2822	663	776	302	387
s_5376	ZNF783	1635	1847	1879	2476	666	687	270	324
s_2604	BHLHE40	1414	1487	1485	1845	429	507	159	222
s_76	ATOH1	2013	2213	2179	2825	793	797	315	356
s_3161	POU2F3	3272	3612	3949	5119	205	268	78	140
s_5256	DUXA	1922	2191	2268	2968	9	16	5	8
s_2487	ZNF232	2774	3241	3209	4193	404	500	144	223
s_4754	ZNF883	2348	2711	2723	3567	1001	1132	412	534
s_2114	NKX2-1	1187	1446	1538	1984	29	33	10	20
s_407	EMX2	1269	1368	1392	1930	297	323	105	165
s_5665	Non-Targeting Control	3907	4360	4411	5994	384	360	136	150
s_3548	MYNN	2340	2742	2656	3578	82	146	37	46
s_5293	SKOR2	1735	1672	1782	2443	382	413	174	209
s_110	KLF5	1928	2153	2142	2785	352	393	157	154
s_766	FOXA3	1298	1373	1510	1841	315	282	170	165
s_1853	SOX12	1306	1547	1616	2074	234	256	93	121
s_4997	SNAI3	1327	1550	1475	2015	324	425	137	144
s_611	GATA6	2062	2465	2396	3057	781	886	322	365
s_1228	MEIS2	2389	2580	2527	3392	876	919	334	415
s_4531	ZNF785	3378	3542	3669	4770	1609	1772	644	734
s_424	NR2F6	1785	1939	1970	2503	578	618	204	277
s_4445	ZNF280A	1725	1985	1912	2678	570	649	224	275
s_4483	HDX	2235	2414	2560	3337	671	709	256	346
s_2837	HMG20B	1942	2218	2144	2876	292	340	141	145
s_961	HSPA1B	1876	2212	2186	2810	476	581	198	257
s_5460	Non-Targeting Control	2515	2902	2732	3667	441	465	218	237
s_3644	ZNF398	2266	2536	2614	3444	867	983	384	436
s_4712	ZNF100	1831	1917	2008	2558	569	632	204	309
s_657	GTF2B	2182	2557	2508	3445	745	822	289	335
s_4956	HKR1	965	1109	1169	1451	100	114	42	41
s_2014	ZNF354A	1668	1894	1970	2380	356	341	125	172
s_98	BNC1	2298	2617	2584	3568	528	508	214	240
s_4850	SP8	1655	1850	1811	2399	625	683	250	319
s_5906	Non-Targeting Control	1598	1765	1694	2265	24	51	15	20
s_2758	SETDB1	2311	2449	2689	3504	1021	1072	395	475
s_17	AIF1	2117	2328	2258	2911	830	886	281	393
s_2670	ZBTB22	2221	2705	2524	3536	873	934	327	408
s_1144	LMX1A	2190	2414	2379	3014	889	939	306	445
s_1639	PTEN	2772	3005	3047	3917	671	793	339	323
s_1263	MSH5	1835	2142	2079	2743	542	733	270	306
s_4411	ZNF440	2111	2402	2455	3087	515	614	223	283
s_4913	FOXR1	1850	1992	1798	2630	113	92	73	76
s_748	NR4A1	1473	1674	1679	2122	494	519	180	238
s_2273	ZNF26	2638	2857	2939	3810	805	834	339	365
s_5989	EGFP	862	951	1160	1394	396	463	162	186
s_5099	ZNF713	2506	3143	2991	3918	235	287	140	169
s_3843	ZNF574	2052	2284	2258	2981	644	698	269	339
s_2827	IRX5	2242	2375	2403	3182	861	942	338	436
s_3203	NKX2-8	1418	1652	1593	2106	478	450	190	227
s_3618	VARS2	2010	2383	2314	3072	98	141	44	58
s_5544	Non-Targeting Control	2992	3216	3366	4358	551	374	261	309
s_4490	FOXR2	2118	2375	2314	2995	440	559	183	216
s_3604	BBX	2573	2871	2832	3937	90	103	39	74
s_4075	ZNF484	1889	2219	2283	3072	213	155	85	64
s_589	GABPA	2673	3140	2947	4035	333	499	219	193
s_3084	ZNF423	2515	2842	2869	3619	861	916	329	422
s_3811	SOX17	1439	1576	1561	2030	249	292	120	137
s_676	GZMB	1778	2118	2060	2668	579	644	214	349
s_3571	RNF20	1759	2075	2012	2606	511	569	219	275
s_5598	Non-Targeting Control	2569	2929	2883	3750	288	270	120	130
s_5261	ZNF704	1154	1379	1289	1712	80	89	33	38
s_5536	Non-Targeting Control	1893	2281	2207	2810	311	351	139	140
s_1282	MYB	1581	1761	1836	2256	498	574	190	268
s_2686	LHX2	1822	2070	2087	2639	140	217	83	92
s_1716	RREB1	2082	2332	2350	2809	101	84	44	6
s_4438	KLF17	2117	2385	2319	3089	671	745	294	328
s_5862	Non-Targeting Control	1965	2114	2177	2716	277	261	124	115
s_3173	HINFP	2720	2962	2941	3687	1031	1213	463	518
s_3645	EBF4	3460	3957	3739	4891	1216	1379	523	595
s_3606	TBX20	1027	1220	1136	1455	55	77	37	46
s_2067	TFCP2	1939	2020	2001	2546	615	501	160	256
s_1271	MSX2	1626	1809	1723	2323	324	377	174	194
s_3305	CXXC1	2297	2460	2416	3094	341	446	132	233
s_1788	SIM2	1759	1846	1905	2601	94	224	49	57
s_5351	ZNF705G	2978	3179	3194	4348	451	513	192	202
s_5725	Non-Targeting Control	2114	2409	2497	3202	60	115	42	45
s_2472	ZNF217	2011	2218	2118	2879	681	797	264	338
s_1196	MAFG	1652	1802	1797	2334	477	528	188	230
s_5856	Non-Targeting Control	2162	2361	2432	3248	317	386	148	173
s_643	GLI4	1419	1777	1418	2158	200	221	83	86
s_3642	ZNF398	2149	2309	2272	2915	754	833	291	338
s_4846	ZBTB12	1600	1756	1818	2292	7	33	20	18
s_3980	ZNF696	1300	1528	1446	1824	307	420	128	174
s_885	HOXC8	1509	1689	1801	2312	49	63	24	30
s_3863	RFX7	2430	2669	2633	3458	1047	1078	415	464
s_4840	ZNF485	3492	4006	3930	5115	1094	1124	411	478
s_1436	NRF1	2059	2237	2364	3081	583	612	222	318
s_5049	ZSCAN22	3239	3719	3519	4650	97	138	65	47
s_2866	CREB3	3791	4193	4234	5665	1442	1682	599	689
s_2982	SOX30	1805	1922	1979	2554	653	666	260	289
s_758	FOXA1	1056	1144	1204	1498	309	299	131	133
s_3788	PRDM16	1790	1988	2091	2645	291	415	143	256
s_504	FOXF1	1937	2014	2086	2650	210	258	107	110
s_3720	ZNF250	2091	2258	2366	2897	662	729	294	329
s_3882	ZSCAN5A	1401	1669	1592	2323	239	485	128	179
s_3776	DMRTA1	1189	1284	1269	1806	428	464	138	197
s_3987	GRHL2	1849	2145	2102	2836	135	159	64	71
s_4919	PROX2	2410	2799	2771	3724	185	205	91	108
s_1346	NFATC3	3058	3348	3252	4365	1574	1569	530	725
s_5827	Non-Targeting Control	1341	1465	1463	2043	368	456	162	220
s_703	HLA-B	1913	2253	2198	2775	422	528	161	286
s_4327	ZNF257	2553	2725	2799	3953	807	863	301	421
s_1442	YBX1	3027	3445	3420	4516	1090	1214	408	579
s_4874	ZNF620	1627	1789	1882	2337	67	80	23	57
s_2521	MTERF1	3136	3515	3517	4672	951	1054	325	465
s_2718	ZNF254	4004	4539	4657	6013	1034	1109	389	533
s_5774	Non-Targeting Control	2326	2743	2702	3612	296	359	115	169
s_2853	BTN2A2	2910	3162	3130	4118	84	79	26	35
s_1514	PGR	1373	1490	1567	1991	80	89	35	26
s_497	FOXG1	1848	2116	2157	2912	771	759	303	360
s_4377	ASCL4	1583	1599	1735	2261	307	417	112	152
s_2035	TEAD4	2043	2231	2362	3106	849	892	303	394
s_2929	TCFL5	2748	3114	3053	4081	1025	1165	398	535
s_4477	NKX2-6	3216	3633	3488	4630	1182	1223	438	613
s_2403	ZNF148	2574	2776	2842	3645	705	821	322	352
s_4067	SOX7	1087	1204	1215	1665	202	201	103	120
s_2302	ZNF41	2978	3387	3323	4323	1157	1220	488	610
s_849	HOXB4	1685	1891	2033	2482	149	216	66	72
s_3503	ZNF821	1840	2204	2148	2846	479	576	224	278
s_5124	ZNF808	2420	2745	2832	3785	902	1023	350	471
s_4658	NKX2-3	1288	1460	1495	1901	468	514	209	248
s_2046	TERF2	791	837	899	1130	278	285	114	129
s_3515	ZNF334	3008	3429	3127	4153	734	852	98	340
s_2129	TP53	3140	3594	3374	4481	970	1150	441	566
s_1915	STAT3	3508	3916	3860	4992	1356	1549	558	694
s_3856	ISL2	1470	1617	1613	2073	534	519	215	261
s_5225	DBX2	1591	1706	1716	2385	568	560	200	247
s_4304	ZNF561	4196	4779	4874	6220	493	579	201	257
s_2867	CREB3	2913	3179	3059	4296	881	964	354	463
s_2182	XPA	2260	2540	2605	3427	733	794	300	369
s_138	CD1A	1847	2062	2017	2615	550	590	188	276
s_866	HOXB8	1717	1952	1461	2582	373	438	77	191
s_5742	Non-Targeting Control	2458	2820	2839	3593	455	512	195	274
s_2945	ZNF266	2120	2413	2576	3368	918	990	345	445
s_1274	MTF1	2756	3274	3206	4375	569	696	234	317
s_2896	ARID3B	2124	2270	2462	3014	665	806	278	340
s_2355	ZNF121	2225	2533	2381	3267	254	305	94	150
s_1136	LAG3	2220	2351	2447	3167	713	816	298	416
s_2131	TP53	2141	2497	2608	3401	565	637	263	269
s_4520	MESP2	1242	1322	1363	1761	160	282	86	102
s_193	CENPB	1522	1699	1768	2184	184	187	74	106
s_1338	NFATC2	1913	2249	2332	3068	732	745	282	361
s_4062	SCRT1	1334	1409	1504	2014	266	268	98	124
s_3744	TGIF2	1749	1892	1951	2418	499	538	212	249
s_3944	ZFHX4	1762	1860	2008	2567	453	494	180	248
s_1090	IRF2	2486	2728	2733	3437	719	646	256	376
s_460	ETS2	3341	3737	3786	4872	432	567	215	269
s_1935	T	2059	2259	2191	2837	701	840	306	370
s_2132	TP53	1328	1593	1436	1952	287	325	124	152
s_3623	ZNF248	1824	2080	2080	2758	663	733	290	285
s_3423	BCL11A	1595	1870	1736	2338	626	618	262	324
s_821	HOXA9	2339	2524	2449	3337	864	882	327	433
s_4131	ZNF594	2107	2236	2260	3016	575	699	242	313
s_45	ARNTL	2282	2604	2555	3489	997	1038	385	464
s_2679	ZNF235	2809	3293	3303	4305	722	793	282	372
s_5496	Non-Targeting Control	2303	2626	2695	3515	306	332	107	180
s_969	IRF8	1826	2449	2123	3288	741	1039	296	411
s_2451	ZNF200	2174	2402	2474	3355	714	776	275	357
s_2460	ZNF205	1064	1210	1103	1687	38	50	18	25
s_4884	ZNF718	2459	2801	2730	3750	656	738	285	342
s_1472	PAX2	1891	2069	2078	2745	634	630	264	310
s_778	ONECUT1	2223	2556	2170	3156	394	611	147	287
s_3670	ZBTB26	3183	3383	3355	4621	107	150	44	54
s_1789	SIX1	1848	2035	2157	2718	182	194	85	102
s_3715	OVOL2	1306	1457	1486	1959	220	245	82	122
s_4717	ZNF540	1495	1542	1615	2099	262	299	109	163
s_5237	ZNF716	2807	3235	3242	4020	1132	1266	459	547
s_388	ELF5	3372	3646	3592	4729	1072	1193	463	562
s_419	EPAS1	2990	3239	3092	4296	242	236	101	108
s_3089	HIC2	2980	3472	3614	4770	1063	1211	441	587
s_3842	ZNF574	2056	2207	2287	2954	448	503	155	228
s_3748	BACH2	1633	1786	1829	2447	292	342	141	164
s_5806	Non-Targeting Control	2793	3117	3315	4449	1024	1036	383	514
s_1624	PRKRIR	4002	4730	4796	6027	260	298	93	114
s_4869	ZNF396	2791	3083	3004	3994	895	974	378	469
s_1166	MXD1	2545	2808	2947	3762	635	697	277	301
s_4030	LY6G5C	2329	2505	2602	3271	845	904	324	437
s_2185	YY1	2487	2794	2793	3850	930	1065	417	501
s_4389	JDP2	2381	2701	2709	3270	483	525	216	204
s_4962	ZNF619	2358	2428	2696	3536	708	761	274	353
s_315	DNMT1	1723	2012	1770	2733	638	679	170	351
s_2546	ALX1	2540	2891	2800	3884	907	991	374	456
s_3544	ZKSCAN7	2745	2947	2891	3859	712	739	270	344
s_3526	ZNF415	1630	1929	1908	2395	362	449	171	226
s_1210	MEF2A	2130	2309	2317	3135	740	746	278	350
s_4798	FOXD4L1	1133	1249	1276	1722	511	574	205	264
s_142	CD1B	2297	2562	2620	3576	451	580	188	261
s_3547	MYNN	2443	2744	3033	3940	926	1061	367	536
s_614	GBX1	1721	1963	1878	2448	451	517	183	255
s_1300	MYCL	1940	2102	2072	2869	830	905	346	408
s_3214	HEYL	2376	2795	2661	3537	817	944	331	400
s_3346	MLXIPL	2776	3396	3221	4162	1163	1284	456	565
s_3246	ZBTB11	2862	3173	3333	4252	1102	1283	461	544
s_3152	ZNF324	2261	2485	2543	3285	797	909	335	364
s_118	MYRF	1233	1421	1443	1818	131	131	69	90
s_3401	CXXC5	1509	1660	1639	2335	532	579	221	278
s_3617	VARS2	1934	2289	2237	2905	785	761	278	398
s_1278	MXI1	1473	1596	1711	2114	384	451	155	188
s_581	NR5A2	1400	1414	1483	1923	530	645	229	233
s_2540	FOSL1	2536	2829	2760	3581	977	1024	400	461
s_265	NKX2-5	1338	1590	1640	2166	478	500	191	245
s_860	HOXB6	946	1150	1157	1516	54	97	20	53
s_4848	SP8	1671	1775	1840	2381	694	718	268	349
s_28	ALX3	1287	1380	1238	1798	555	585	206	261
s_1805	SNAI2	1665	1883	1802	2407	52	67	21	27
s_4218	TGIF2LX	1816	1834	1919	2362	544	575	229	274
s_2200	ZFY	2219	2489	2508	3197	731	888	309	348
s_4168	ZNF341	2671	2972	3031	3979	850	966	267	436
s_1629	PROX1	2922	3228	3125	4205	478	585	205	256
s_2495	PAX8	1611	1709	1679	2197	577	668	212	314
