sgRNA	Gene	D3_high	D3_low	D4_high	D4_low
s_4293	ZNF764	399	418	170	178
s_5740	Non-Targeting Control	412	451	169	210
s_4782	ZNF778	189	211	64	95
s_1254	NR3C2	950	1162	363	499
s_2493	PAX8	893	915	335	432
s_2527	ZNF212	360	466	157	196
s_5146	SP5	689	672	245	338
s_1402	NFYC	1103	1227	474	545
s_1568	POU2F2	229	219	66	110
s_853	HOXB5	1456	1599	532	737
s_3407	ZNF581	288	323	107	141
s_3374	ZNF571	741	780	294	334
s_5219	ZNF705A	872	973	343	452
s_769	HNF4A	434	486	180	207
s_4540	ZNF534	1218	1303	500	587
s_1747	CCL1	705	855	314	398
s_3213	HEYL	767	798	311	329
s_3821	IKZF4	302	360	124	159
s_1564	POU2F1	1012	1110	414	524
s_618	GBX2	349	386	147	194
s_4230	ZNF468	1211	1347	516	613
s_3463	ZNF770	1544	1665	600	829
s_3489	BATF3	356	373	180	152
s_3310	ZNF354C	559	549	201	292
s_3315	IL22	1030	1123	433	534
s_1419	NKX3-1	520	565	217	282
s_3357	LEF1	578	631	253	279
s_5058	MSGN1	316	372	128	137
s_27	ALX3	799	832	303	376
s_3067	ZBTB1	552	648	208	287
s_3935	ZNF419	747	732	300	364
s_888	HOXC8	691	756	277	328
s_132	RUNX3	521	574	219	278
s_2990	BTN3A2	1181	1330	444	573
s_5468	Non-Targeting Control	724	843	326	382
s_3565	BTNL2	551	655	217	283
s_774	HNF4G	949	1017	372	444
s_4663	ZNF519	490	553	221	297
s_4413	ZNF440	969	1115	390	524
s_3448	BNC2	1449	1593	532	722
s_4298	CENPBD1	825	944	330	408
s_3055	ZFP30	806	917	315	406
s_2765	MAFB	390	570	170	224
s_4638	NKX6-3	748	930	324	367
s_5990	EGFP	487	611	175	249
s_3629	ZNF304	222	433	121	188
s_5618	Non-Targeting Control	702	816	325	403
s_2310	ZNF45	562	697	240	305
s_5958	Non-Targeting Control	1469	1718	585	721
s_3294	RAX	826	905	299	420
s_4372	SP7	631	679	249	348
s_310	DMRT1	676	739	280	342
s_4974	ZNF660	591	488	241	337
s_5696	Non-Targeting Control	868	964	353	402
s_2421	ZNF175	768	797	317	356
s_3204	NKX2-8	459	513	188	208
s_5376	ZNF783	666	687	270	324
s_3346	MLXIPL	1163	1284	456	565
s_3934	ZNF419	163	207	65	48
s_3452	ZNF586	995	1038	343	480
s_678	HHEX	529	587	226	284
s_792	TLX2	691	814	276	342
s_4991	FOXD4L3	1004	1058	379	461
s_5007	ZNF260	1074	1063	391	510
s_2353	ZNF121	949	1060	390	483
s_5951	Non-Targeting Control	583	607	233	309
s_2176	WT1	1231	1294	524	570
s_1216	MEF2C	707	782	320	362
s_869	HOXB9	855	941	350	427
s_3171	ZNF521	660	704	248	324
s_1875	SPI1	593	594	261	293
s_1853	SOX12	234	256	93	121
s_3087	ZBTB43	536	602	187	278
s_5003	ZNF181	963	1033	416	461
s_2779	NR1H4	1067	1152	413	531
s_2253	ZNF18	535	664	264	308
s_5877	Non-Targeting Control	219	244	90	107
s_1836	SOX5	1018	1043	378	496
s_2725	NR1D1	441	409	222	199
s_14	AHR	560	591	270	286
s_2405	ZNF154	1022	1047	408	475
s_1156	LTB	187	271	93	107
s_5046	ZNF677	560	623	227	281
s_4036	ZNF34	625	722	244	308
s_5482	Non-Targeting Control	587	643	187	288
s_3727	IL21	1316	1255	497	605
s_448	ESRRB	284	326	140	140
s_5436	Non-Targeting Control	720	917	310	393
s_1676	RELB	349	469	152	211
s_2798	ZNF263	405	477	157	222
s_428	ERF	422	468	167	215
s_5743	Non-Targeting Control	628	696	237	311
s_5772	Non-Targeting Control	851	901	353	394
s_2567	SOX14	572	541	212	269
s_651	NR3C1	883	963	367	443
s_1760	CCL4	377	202	65	146
s_3507	ZNF692	241	251	96	135
s_4879	LCORL	1115	1274	471	562
s_4369	ZNF641	1069	1161	445	515
s_1281	MYB	559	664	233	270
s_1176	SMAD3	421	434	138	246
s_5326	ZSCAN30	934	1048	355	482
s_3706	ZNF71	606	716	221	300
s_700	ZBTB48	593	606	253	274
s_2665	GCM2	552	617	216	265
s_4401	ZNF816	663	763	231	380
s_1115	ISL1	442	401	173	208
s_984	RBPJ	394	454	197	205
s_1944	TAL2	423	466	161	213
s_3851	IL25	769	734	327	354
s_3845	CREB3L2	442	525	176	232
s_1260	MNT	178	191	71	88
s_5521	Non-Targeting Control	526	593	212	285
s_4030	LY6G5C	845	904	324	437
s_1477	PAX4	609	646	286	332
s_3529	IL26	437	452	146	162
s_4149	ZNF496	943	1008	314	406
s_2356	ZNF121	1032	1113	412	510
s_5114	ZNF445	730	760	269	379
s_4143	HES7	547	654	228	261
s_1561	POU2F1	799	929	325	382
s_952	HSF1	441	513	193	214
s_3570	RNF20	299	353	122	134
s_3752	ALX4	887	1102	429	464
s_293	DLX3	164	282	111	80
s_2425	ZNF177	1223	1305	460	587
s_5655	Non-Targeting Control	820	934	295	379
s_339	E2F5	909	972	368	481
s_4437	KLF17	1032	1113	394	557
s_1425	NPAS1	239	297	94	111
s_5295	FOXD4L6	568	591	229	268
s_2584	KLF11	1546	1617	648	801
s_5771	Non-Targeting Control	231	249	102	121
s_3692	ZNF410	286	395	124	184
s_1430	NPAS2	562	608	206	344
s_277	DBP	1069	1190	406	529
s_5447	Non-Targeting Control	950	1064	437	468
s_5118	TBPL2	483	542	197	269
s_3682	RBAK	624	661	216	288
s_5353	ZNF705G	860	911	334	417
s_1135	LAG3	952	933	362	433
s_4709	ZNF383	661	679	257	354
s_785	TLX1	392	477	177	225
s_4994	FOXD4L3	305	350	135	157
s_2234	ZNF10	613	644	248	293
s_3472	THAP1	1163	1189	461	615
s_5939	Non-Targeting Control	502	610	182	241
s_5816	Non-Targeting Control	708	835	299	395
s_2996	BTN3A1	649	683	264	325
s_3621	ZNF248	640	759	259	365
s_1465	PAX1	409	425	175	209
s_980	IFNGR2	551	550	217	319
s_2676	MED14	893	921	359	441
s_4923	ZNF547	238	266	97	133
s_2829	ZNF267	787	860	292	363
s_3247	ZBTB11	642	701	269	335
s_2072	NR2F1	380	371	100	186
s_5919	Non-Targeting Control	1025	1012	456	534
s_607	GATA4	614	709	263	330
s_338	E2F5	1258	1469	509	657
s_82	NKX3-2	254	337	112	109
s_221	CCR7	336	461	130	143
s_1291	MYBL2	796	895	350	403
s_5398	Non-Targeting Control	1394	1525	563	657
s_4322	FOXQ1	648	661	281	335
s_1939	TAL1	448	533	194	227
s_2409	ZNF157	601	732	255	310
s_662	GTF2I	250	334	123	144
s_4868	ZNF396	999	1054	387	476
s_115	BTN1A1	525	578	244	236
s_2035	TEAD4	849	892	303	394
s_5987	Non-Targeting Control	489	596	239	263
s_54	ASCL2	539	554	213	272
s_2774	NR1I3	929	975	341	480
s_4537	ZNF480	711	764	226	361
s_134	CBFB	114	176	64	83
s_1491	PAX7	676	692	265	353
s_5032	ZNF774	369	320	132	167
s_4728	OLIG3	327	414	150	188
s_3857	DCLRE1B	806	870	285	424
s_3909	HMBOX1	962	1025	400	476
s_3100	MGA	474	553	175	270
s_1463	OVOL1	338	370	139	162
s_4713	ZNF100	844	884	331	384
s_231	KLF6	854	894	312	425
s_5235	ZNF716	252	335	123	212
s_2476	ZNF223	1020	1149	437	557
s_3203	NKX2-8	478	450	190	227
s_4069	TFAP2D	233	283	85	111
s_1065	IL17A	713	1041	360	402
s_912	HOXD1	177	231	75	112
s_2059	TFAP2C	318	344	114	162
s_2814	FLOT1	349	495	173	210
s_2800	ZNF263	510	538	238	263
s_838	HOXB1	389	456	165	193
s_4417	ZNF787	222	323	107	128
s_2868	CREB3	1010	1125	392	464
s_1709	RORC	829	926	320	387
s_67	ATF3	627	656	280	314
s_3519	ZFP64	609	592	255	275
s_597	GATA2	722	801	256	352
s_346	E4F1	261	265	105	143
s_320	ARID3A	737	732	250	291
s_4117	NKX6-2	622	643	231	275
s_815	HOXA6	812	950	316	428
s_3552	MESP1	928	1012	353	438
s_1132	JUND	594	682	249	321
s_3182	ZBTB20	700	803	259	377
s_412	EN1	270	180	48	96
s_5016	ZFP69	264	442	128	143
s_4967	ZNF852	102	96	35	65
s_2172	VDR	699	741	324	376
s_1974	TCF4	430	464	142	184
s_5576	Non-Targeting Control	290	373	138	169
s_5429	Non-Targeting Control	932	994	354	424
s_3217	HBP1	284	335	128	168
s_649	NR3C1	1458	1557	618	678
s_3156	SPDEF	524	779	239	290
s_1424	NKX6-1	690	750	297	311
s_2255	ZNF18	481	527	202	241
s_2967	BTNL3	959	1036	351	433
s_5705	Non-Targeting Control	333	370	129	167
s_5671	Non-Targeting Control	838	839	314	476
s_1695	RFX4	1322	1507	576	683
s_781	HNRNPK	1369	1491	537	617
s_2969	IL24	589	644	261	330
s_1916	STAT3	752	824	337	360
s_3515	ZNF334	734	852	98	340
s_3433	HES2	911	925	373	415
s_3097	MGA	1234	1399	498	613
s_4287	ZNF300	527	530	202	252
s_5385	MICA	314	362	50	135
s_4930	ZIK1	771	860	342	390
s_1002	IL3	672	762	258	335
s_4439	BHLHE23	570	625	225	284
s_4705	ZNF567	412	445	194	217
s_5537	Non-Targeting Control	772	817	280	394
s_4910	ZNF311	621	758	233	302
s_4855	RFX6	405	535	200	265
s_3568	BTNL2	628	697	244	327
s_5101	ZNF713	204	234	96	110
s_1437	NRL	518	550	195	207
s_3575	ASCL3	816	910	306	378
s_2957	ZNF460	711	768	287	356
s_832	HOXA11	833	937	360	421
s_2720	ZNF254	691	779	257	292
s_2596	YBX3	479	576	243	250
s_41	ARNT	765	906	323	393
s_2732	CLOCK	906	966	423	476
s_1569	POU3F1	750	879	331	408
s_4968	ZNF852	595	590	197	250
s_2608	KLF7	946	959	365	438
s_868	HOXB8	537	601	222	266
s_4835	ATOH7	603	746	187	289
s_3417	SIX4	123	203	52	122
s_3181	ZBTB20	357	435	142	192
s_831	HOXA11	569	633	265	296
s_4860	ZSCAN23	501	520	222	222
s_1592	POU4F3	785	829	328	391
s_2437	ZSCAN26	645	697	255	318
s_5929	Non-Targeting Control	836	932	340	448
s_526	FOXL1	675	723	270	320
s_2387	ZNF141	1516	1712	622	772
s_4783	ZNF627	824	894	311	381
s_3260	BHLHE22	374	470	181	203
s_1062	IL15RA	882	908	354	427
s_3244	TAF5L	854	947	337	395
s_4405	ZNF543	1200	1329	477	584
s_403	EMX1	674	693	234	314
s_1538	PLAG1	368	440	126	197
s_1563	POU2F1	779	899	343	429
s_5315	CCR2	835	807	320	390
s_5709	Non-Targeting Control	725	850	336	411
s_2219	ZNF3	562	647	180	262
s_2945	ZNF266	918	990	345	445
s_4067	SOX7	202	201	103	120
s_5502	Non-Targeting Control	674	728	244	323
s_1481	PAX5	689	760	301	318
s_3248	ZBTB11	1103	1104	427	550
s_2511	LST1	596	602	247	288
s_2640	MBD2	509	557	237	307
s_1599	POU5F1B	540	603	222	289
s_725	HLA-DRA	1199	1288	521	582
s_567	FLI1	510	552	221	266
s_3482	ZNF331	1018	1046	406	419
s_2173	WT1	397	462	197	206
s_3308	CXXC1	710	780	304	353
s_4486	HDX	815	1035	342	526
