sgRNA	Gene	D3_high	D3_low	D4_high	D4_low
s_48	ARNTL	1295	1496	516	710
s_4344	ZNF653	370	384	136	166
s_2573	NR0B2	530	460	186	201
s_5947	Non-Targeting Control	810	885	349	374
s_1153	LTB	198	319	88	130
s_3773	DMRTA1	158	174	61	88
s_1717	RXRA	229	234	77	111
s_1887	SREBF1	577	636	238	301
s_5497	Non-Targeting Control	899	938	356	396
s_3983	ZNF442	1204	1250	473	546
s_3953	ZBTB3	669	764	283	356
s_1999	TCF7L2	357	367	129	193
s_5621	Non-Targeting Control	487	601	203	287
s_689	HIVEP1	588	595	219	287
s_3222	ZNF285	702	796	289	363
s_5467	Non-Targeting Control	559	608	259	293
s_3353	ZNF580	646	782	311	366
s_3484	ZNF331	616	581	173	300
s_1589	POU4F3	893	1022	331	413
s_552	FOXD2	786	782	303	384
s_4342	ZNF501	742	715	275	357
s_1895	SRF	540	585	258	257
s_4564	ZNF563	294	316	120	137
s_2432	ZNF180	672	753	285	340
s_2796	NR1H3	442	496	194	212
s_63	ATF1	313	379	168	187
s_4384	FOXN4	798	856	314	373
s_350	EBF1	659	783	289	341
s_3361	ZNF219	242	292	109	160
s_5844	Non-Targeting Control	1237	1318	535	611
s_4374	SP7	916	991	373	470
s_2770	MED12	1220	1293	454	558
s_1690	RFX3	269	538	135	155
s_5488	Non-Targeting Control	303	341	121	149
s_4680	ZNF296	406	512	186	196
s_1393	NFYA	819	889	306	411
s_4479	ARID3C	540	578	174	245
s_2459	ZNF205	535	589	224	299
s_2899	DMRT2	414	343	146	209
s_851	HOXB4	860	926	340	419
s_1417	NKX3-1	542	589	250	265
s_2226	ZNF7	729	913	227	326
s_349	EBF1	686	767	253	343
s_5012	TFAP2E	1019	1127	446	501
s_3641	ZNF398	566	718	185	294
s_558	FOXO1	882	972	372	429
s_5593	Non-Targeting Control	1003	1011	379	456
s_1677	REST	741	871	314	376
s_655	GSC2	443	461	197	218
s_2735	SOX13	496	568	219	265
s_4456	ZFP42	682	743	256	364
s_5309	ZNF736	682	805	314	364
s_322	E2F1	438	437	162	205
s_5033	ZNF774	639	731	286	313
s_411	EN1	622	622	275	298
s_58	ZFHX3	522	570	185	267
s_2092	TGFB1	935	969	324	480
s_1374	NFIL3	707	806	285	359
s_2086	TFE3	1097	1271	419	502
s_4388	JDP2	767	843	295	352
s_4622	ZNF595	185	215	89	119
s_4299	ZNF276	425	544	170	250
s_3269	CD274	844	1247	310	645
s_4136	SPZ1	624	659	266	333
s_3194	PTPN22	1000	1041	351	441
s_5002	VSX2	559	554	204	259
s_1047	IL12B	348	435	168	151
s_5271	DRGX	1008	1101	418	481
s_1138	LHX1	759	875	292	396
s_2077	TFDP1	505	625	255	267
s_1896	SRF	1030	1018	393	518
s_5538	Non-Targeting Control	1105	1145	427	550
s_3591	LHX9	549	678	257	304
s_430	ERG	389	469	208	214
s_2950	ZNF274	617	711	281	294
s_5451	Non-Targeting Control	686	610	239	281
s_4238	ZNF799	999	1046	415	474
s_551	FOXD2	254	267	112	118
s_1168	MXD1	510	565	208	280
s_60	ZFHX3	682	764	293	338
s_5091	TBX10	902	969	357	454
s_3573	ASCL3	547	623	212	277
s_2875	DEAF1	647	719	250	289
s_1248	KMT2A	1673	1831	668	887
s_616	GBX1	182	51	64	91
s_5406	Non-Targeting Control	576	553	188	247
s_2188	YY1	967	1050	385	513
s_3157	VAX2	620	638	249	282
s_1580	POU3F4	179	189	76	119
s_3326	C6orf48	748	861	285	407
s_5553	Non-Targeting Control	686	714	245	378
s_5950	Non-Targeting Control	711	762	337	342
s_228	CCR8	1364	1417	522	629
s_1025	IL6ST	249	310	110	146
s_1073	CXCL10	419	556	189	253
s_1055	IL12RB2	1221	1284	469	611
s_1962	TBX5	677	735	263	332
s_2982	SOX30	653	666	260	289
s_1026	IL6ST	576	606	276	304
s_1807	SNAI2	799	845	311	406
s_5807	Non-Targeting Control	656	699	227	317
s_5788	Non-Targeting Control	685	759	272	325
s_5257	DUXA	946	1096	456	474
s_2724	GTF2IRD1	419	517	166	221
s_2398	ZNF146	543	538	212	250
s_5551	Non-Targeting Control	661	747	270	326
s_3052	ZNF652	1612	1702	560	690
s_4021	ESX1	190	213	70	94
s_1744	SATB1	1265	1346	515	670
s_2999	BTN2A1	723	795	335	387
s_4215	ZNF30	889	929	374	480
s_5739	Non-Targeting Control	616	710	283	367
s_2062	TFAP4	247	225	97	108
s_3674	ZNF317	659	704	283	311
s_478	ETV5	381	464	156	208
s_2968	BTNL3	725	787	291	374
s_5630	Non-Targeting Control	1110	1112	422	545
s_5837	Non-Targeting Control	201	199	88	124
s_741	HMGA1	451	609	207	253
s_854	HOXB5	429	505	168	210
s_3013	KLF12	565	637	212	295
s_1641	PTPRC	609	642	268	308
s_1727	RXRG	1049	1067	416	493
s_1224	MEIS1	844	903	273	422
s_1458	OTX2	645	707	255	300
s_4286	ZNF765	386	486	159	196
s_1713	RREB1	750	898	312	440
s_3978	ZNF696	99	111	49	35
s_1328	NEUROD2	765	757	278	364
s_5647	Non-Targeting Control	769	824	301	342
s_2576	NR0B2	507	577	222	280
s_1734	SALL2	611	654	236	327
s_112	KLF5	1274	1302	525	613
s_1840	SOX9	810	855	407	409
s_493	BPTF	839	965	337	370
s_1195	MAFG	872	938	303	429
s_5158	FEZF1	991	1046	394	487
s_524	FOXI1	392	417	165	182
s_3977	ZNF696	456	495	191	234
s_5444	Non-Targeting Control	960	1042	398	503
s_2997	BTN2A1	487	479	190	224
s_5264	ZNF674	331	502	116	213
s_635	GLI2	401	385	163	205
s_3768	DMRTC2	575	609	212	277
s_1750	CCL2	681	789	267	341
s_4738	ZNF467	525	636	219	278
s_5690	Non-Targeting Control	501	545	199	294
s_5421	Non-Targeting Control	545	586	258	286
s_143	CD1B	1488	1556	584	736
s_4791	ZNF626	422	506	174	229
s_4806	ZBTB7C	428	611	184	230
s_5145	SP5	864	877	379	413
s_2084	TFDP2	653	741	304	311
s_4390	JDP2	944	978	357	433
s_1164	LYL1	91	129	43	63
s_821	HOXA9	864	882	327	433
s_1502	PBX2	843	828	351	404
s_1091	IRF2	781	758	296	350
s_4493	ZFP92	748	770	286	352
s_2256	ZNF18	1226	1387	492	630
s_4562	ZNF784	811	923	336	437
s_1057	IL13	682	793	273	388
s_3276	GRHL1	281	434	98	131
s_1163	LYL1	332	403	155	198
s_179	CEBPB	135	126	56	70
s_5913	Non-Targeting Control	1073	1221	482	491
s_2041	TEF	940	1073	386	489
s_3716	OVOL2	456	568	172	260
s_4935	ZSCAN1	715	809	162	462
s_4448	OSR1	233	266	98	123
s_4980	ZNF789	801	848	281	380
s_3022	POU6F2	184	211	74	84
s_3044	ATF5	1247	1269	485	576
s_4205	LHX4	486	526	199	261
s_4833	ZNF25	202	243	81	87
s_5724	Non-Targeting Control	455	480	217	225
s_4940	ZNF780A	605	673	213	311
s_1872	SP4	479	501	189	196
s_542	FOXE1	240	255	121	112
s_5140	HES5	776	601	330	385
s_1667	REL	582	663	277	341
s_518	FOXD4	511	578	210	244
s_2009	TCF15	379	428	173	236
s_946	HES1	368	433	146	172
s_5407	Non-Targeting Control	414	427	173	190
s_5867	Non-Targeting Control	738	908	293	377
s_507	FOXF2	239	248	92	102
s_3245	ZBTB11	1288	1417	493	611
s_2186	YY1	464	479	191	275
s_4989	ZFP41	892	1023	340	454
s_610	GATA6	551	568	240	301
s_2672	ZBTB22	738	824	303	395
s_3858	DCLRE1B	729	803	263	347
s_4356	OLIG1	376	380	143	185
s_5718	Non-Targeting Control	364	458	163	202
s_3966	ZNF613	421	501	192	223
s_3724	DMRT3	443	547	179	238
s_856	HOXB5	1085	1149	416	524
s_1028	IL6ST	897	978	389	410
s_1242	MITF	670	706	241	275
s_5879	Non-Targeting Control	517	516	223	232
s_1084	PDX1	389	491	174	204
s_1663	RARG	486	605	188	241
s_2430	ZNF180	387	420	151	225
s_4777	ZNF675	1301	1428	521	661
s_5736	Non-Targeting Control	392	443	160	189
s_2191	ZBTB14	802	851	312	317
s_4589	ZNF714	580	564	216	246
s_5119	ZNF790	266	307	104	127
s_4769	ZNF431	111	96	35	40
s_4349	OSR2	537	502	196	227
s_1114	ISL1	302	307	134	160
s_5514	Non-Targeting Control	232	318	100	168
s_1107	IRF6	680	774	267	309
s_4654	HSFY2	974	991	414	491
s_3672	ZBTB26	673	739	294	295
s_1042	IL12A	355	462	134	198
s_1830	SOX4	258	270	104	123
s_1914	STAT3	490	592	192	239
s_5402	Non-Targeting Control	785	847	308	350
s_180	CEBPB	380	468	154	205
s_2730	CLOCK	540	642	228	292
s_1015	IL5	744	884	295	472
s_1087	IRF1	188	187	66	112
s_5345	ZNF316	724	793	274	379
s_5465	Non-Targeting Control	375	382	146	196
s_5516	Non-Targeting Control	844	846	325	404
s_3554	ZNF302	1184	1260	463	587
s_1516	PGR	580	588	213	266
s_3223	ZNF285	32	47	18	18
s_2443	ZNF189	725	794	332	377
s_4578	ZNF582	577	593	222	258
s_2441	ZNF189	721	822	299	384
s_2503	GPANK1	689	770	311	389
s_1450	SIX6	789	750	286	318
s_440	ESR2	869	953	364	461
s_1061	IL15RA	1112	1167	446	534
s_4732	ZNF679	1209	1343	509	552
s_444	ESRRA	585	653	245	304
s_4468	ZNF786	896	901	373	378
s_2240	ZNF12	670	754	308	311
s_3447	BNC2	512	591	220	240
s_5113	ZNF445	896	974	381	442
s_994	IL2RA	415	442	171	234
s_3486	HES6	235	261	97	130
s_4840	ZNF485	1094	1124	411	478
s_693	HIVEP2	762	783	268	366
s_1122	JUN	367	484	151	214
s_5762	Non-Targeting Control	341	464	142	188
s_2350	ZNF222	1079	1287	416	592
s_5283	ASCL5	1296	1473	571	684
s_1575	POU3F2	319	335	133	150
s_361	EGR3	1190	1177	469	591
s_3577	BARHL1	459	505	199	250
s_4642	ZNF483	950	1094	337	493
s_5323	ZSCAN30	648	679	269	313
s_3376	ZNF571	385	450	38	195
s_5336	TCF24	188	299	94	122
s_347	E4F1	872	1002	402	419
s_5035	ZKSCAN2	677	799	260	392
s_1945	TAP2	726	811	271	384
s_5524	Non-Targeting Control	432	500	149	283
s_5697	Non-Targeting Control	265	313	97	128
s_5918	Non-Targeting Control	604	656	236	335
s_1435	NRF1	171	175	51	118
s_5075	ZNF860	501	573	201	228
s_2099	TGIF1	794	808	325	424
s_5615	Non-Targeting Control	665	814	238	311
s_1189	MAF	967	1040	406	456
s_3632	ZNF304	676	861	272	384
s_2742	NFE2L3	491	529	169	210
s_4044	TIGD6	536	608	232	306
s_5944	Non-Targeting Control	221	200	105	120
s_931	HOXD10	75	73	15	41
s_4121	RHOXF2	543	642	242	314
s_3614	SALL4	477	488	185	250
s_3848	CREB3L2	239	277	108	112
s_1868	SP3	795	809	285	351
s_1932	STAT6	1082	1132	454	536
s_3718	ZNF250	855	958	341	421
s_5503	Non-Targeting Control	504	519	205	252
s_3850	IL25	437	443	195	211
s_4719	ZBTB49	254	295	136	130
s_3825	IKZF5	777	855	344	395
s_1860	SP1	472	574	181	255
s_4952	ZFP82	1120	1173	485	518
s_4501	GATA5	287	436	137	175
s_5282	SEBOX	326	445	111	186
s_217	CCR6	484	553	167	298
s_1056	IL12RB2	639	680	235	311
s_5686	Non-Targeting Control	617	681	216	312
s_1715	RREB1	626	648	215	285
s_2942	ZBTB6	485	591	185	280
s_2615	JRKL	671	710	311	325
s_2355	ZNF121	254	305	94	150
s_4213	ZNF30	1313	1381	495	603
s_5564	Non-Targeting Control	430	540	179	218
s_2780	NR1H4	349	371	133	173
s_297	DLX4	614	669	261	271
s_394	ELK3	865	982	393	464
s_387	ELF5	557	551	207	261
s_4772	ZNF384	654	744	267	331
s_251	CREM	598	656	224	272
s_3111	USP22	559	614	250	302
s_2745	ZNF432	1095	1196	473	662
s_1447	NR4A2	446	505	167	204
s_5475	Non-Targeting Control	261	330	111	169
s_4724	TIGD2	518	578	186	259
s_2507	DDX39B	461	531	166	208
s_2284	ZNF32	1240	1277	505	612
s_5729	Non-Targeting Control	625	649	270	243
s_3631	ZNF304	861	980	352	446
s_2934	SIX2	519	557	208	242
s_4081	MIXL1	360	464	149	205
s_3970	BTNL8	494	548	209	258
s_1961	TBX5	1022	1089	370	527
s_2645	TBX19	1006	1154	455	517
s_1319	MYOG	152	203	67	72
s_1184	SMAD5	508	563	209	245
s_5715	Non-Targeting Control	658	718	266	321
s_3437	NKX1-1	790	855	272	372
s_4551	ZNF548	681	873	307	346
s_378	ELF3	578	607	219	302
s_4181	ZNF566	551	620	229	279
s_1960	TBX2	585	604	194	282
s_2156	UBP1	381	457	169	204
s_3713	OVOL2	598	692	276	331
s_4553	ZNF548	256	327	113	156
s_1227	MEIS2	1084	1128	492	500
s_2736	SOX13	397	456	169	210
s_3451	ZNF586	484	544	188	260
s_3083	ZNF423	185	193	74	87
s_665	GTF3A	600	749	272	360
s_2306	MZF1	233	233	97	96
s_658	GTF2B	1071	1028	387	499
s_2886	CXCL13	700	836	314	344
s_5335	TCF24	71	95	50	53
s_4912	FOXR1	171	217	61	96
s_5888	Non-Targeting Control	231	295	64	216
s_4688	ZNF791	644	768	284	293
s_1773	SHOX	801	866	302	400
s_3432	CCHCR1	639	703	239	349
s_2433	ZNF184	680	718	235	300
s_2341	ZNF85	540	622	205	272
s_5994	EGFP	761	745	298	350
s_1639	PTEN	671	793	339	323
s_5890	Non-Targeting Control	393	451	173	234
s_3136	ZMYND8	325	391	154	179
s_2673	MED14	289	420	57	156
s_1866	SP3	193	201	76	102
s_1492	PAX7	252	304	95	119
s_5317	CCR2	566	564	223	239
s_1831	SOX4	508	521	182	246
s_1729	VPS52	750	826	272	358
s_4173	ATOH8	721	681	247	348
s_1300	MYCL	830	905	346	408
s_538	FOXC2	322	339	174	153
s_4218	TGIF2LX	544	575	229	274
s_3234	ZBTB32	1241	1298	462	559
s_4220	TGIF2LX	1295	1422	480	646
s_5181	ZNF793	611	694	209	322
s_336	E2F4	334	431	74	113
s_1171	SMAD1	206	285	89	136
s_2607	KLF7	147	176	67	107
s_1924	STAT5A	88	79	35	34
s_3680	ZNF529	611	749	159	266
s_1256	NR3C2	575	622	228	294
s_5672	Non-Targeting Control	244	342	93	136
s_193	CENPB	184	187	74	106
s_1330	NEUROG1	238	278	137	132
s_736	HLF	93	23	20	27
s_5548	Non-Targeting Control	600	672	249	273
s_4280	ISX	531	584	234	244
s_2379	ZNF136	735	806	267	330
s_398	ELK4	900	932	342	398
s_4282	ISX	754	885	313	378
s_1711	RORC	847	908	360	411
s_1474	PAX3	514	569	249	270
s_3871	ZFP69B	228	307	122	149
s_1597	POU5F1B	455	584	190	239
s_5619	Non-Targeting Control	790	877	328	373
s_4873	ZNF620	891	975	364	432
s_5368	DUX4	279	332	140	186
s_4169	ZNF382	857	987	378	463
s_581	NR5A2	530	645	229	233
s_5417	Non-Targeting Control	600	608	211	266
s_3550	MESP1	184	283	101	106
s_2003	ZEB1	294	357	91	135
s_3830	GZF1	586	613	217	292
s_521	FOXI1	347	398	160	176
s_3313	IL22	968	1100	381	478
s_1672	RELA	653	706	245	304
s_2144	NR2C2	656	695	275	343
s_1576	POU3F2	654	740	250	291
s_995	IL2RA	561	759	253	310
s_2318	ZNF74	95	108	43	47
s_5968	Non-Targeting Control	487	562	243	298
s_2456	ZNF202	208	357	79	116
s_1106	IRF6	343	385	179	153
s_874	HOXC4	237	204	90	117
s_5411	Non-Targeting Control	651	673	276	349
s_987	IL1R1	949	1049	415	442
s_2582	KLF11	549	495	205	283
s_1967	TBX6	362	397	119	183
s_3165	ZNF345	924	937	349	425
s_1630	PROX1	566	628	211	282
s_2277	ZNF28	201	235	88	97
s_2131	TP53	565	637	263	269
s_1177	SMAD4	528	593	209	244
s_886	HOXC8	789	806	338	381
s_2728	NR1D1	1025	1059	412	501
s_1536	PKNOX1	892	916	379	457
s_5682	Non-Targeting Control	151	145	68	89
s_791	TLX2	354	357	161	171
s_3302	VSX1	346	405	116	137
s_5202	MED11	383	494	180	189
s_4464	NOBOX	752	784	304	337
s_2781	NR1D2	260	307	97	155
s_2915	GMEB1	883	1060	360	462
s_5839	Non-Targeting Control	210	268	76	116
s_4	ABCF1	1297	1360	477	621
s_1234	MEOX2	561	597	206	215
s_4042	TIGD6	276	305	133	147
s_1397	NFYB	928	864	337	446
s_5716	Non-Targeting Control	547	597	258	324
s_12	NR0B1	426	602	205	254
s_4799	TIGD1	759	797	284	350
s_3917	ZNF322	881	824	337	434
s_3198	GMEB2	815	859	306	393
s_1035	IL9	408	537	180	229
s_4364	DBX1	243	263	96	146
s_1064	IL15RA	689	744	280	317
s_2917	TBR1	892	1006	333	427
s_1082	PDX1	387	442	124	153
s_2958	ZNF460	648	736	268	329
s_5351	ZNF705G	451	513	192	202
s_3777	NEUROG2	569	579	241	302
s_2252	ZNF17	392	442	192	199
s_5077	ZNF860	699	746	288	280
s_4960	ZNF619	1031	1240	450	630
s_1871	SP4	1001	1035	388	472
s_1863	SP2	115	203	48	87
s_1519	PHF1	1140	1258	463	566
s_3264	KLF15	1088	1218	424	514
s_3855	ISL2	291	338	121	125
s_4127	ZBTB37	554	557	237	243
s_1952	TBX1	313	306	135	139
s_1526	PITX2	733	853	305	410
s_5381	ZBED6	669	720	261	349
s_2286	ZNF33A	1319	1426	529	695
s_2867	CREB3	881	964	354	463
s_570	FOS	814	868	290	410
s_3071	KLRK1	750	804	287	351
s_2564	GFI1B	424	467	186	217
s_3626	ZNF287	698	729	272	282
s_5513	Non-Targeting Control	424	579	181	219
s_3685	HES4	842	865	340	400
s_4402	ZNF816	803	786	275	374
s_3993	ZNF614	813	824	287	361
s_511	FOXC1	631	681	224	281
s_1479	PAX4	906	1048	425	496
s_1284	MYB	460	495	221	231
s_274	CUX1	301	312	132	160
s_4359	ZNF354B	1255	1403	507	638
s_2453	ZNF202	511	623	229	248
s_4082	MIXL1	346	468	151	208
s_1096	IRF3	371	389	156	161
s_2988	PRDM4	594	466	263	305
s_1094	IRF3	583	604	210	265
s_5418	Non-Targeting Control	580	685	235	344
s_1141	LMX1A	675	702	273	326
s_3474	ELP2	599	622	242	288
s_3608	TBX20	763	860	343	381
s_3837	EBF2	327	396	165	178
s_1776	SHOX	786	852	304	403
s_100	BNC1	684	779	298	390
s_243	ATF6B	315	322	114	172
s_2794	NR1H3	679	706	296	341
s_683	HIC1	739	776	293	390
s_2612	TP63	388	442	185	193
s_2786	NR2E3	263	295	93	154
s_3890	IRX6	234	258	91	143
s_2718	ZNF254	1034	1109	389	533
s_3454	ZNF562	527	584	197	264
s_5240	ZNF727	669	805	283	356
s_2367	ZNF133	1136	1313	482	617
s_3635	ZNF490	766	819	290	427
s_2291	ZNF35	531	560	223	250
s_3798	NPAS3	722	688	274	323
s_880	HOXC5	371	579	232	245
s_757	FOXA1	899	947	375	448
s_2314	ZNF69	902	913	313	449
s_176	CEBPA	574	833	305	370
s_1955	TBP	803	924	340	477
s_1790	SIX1	269	328	107	122
s_2222	ZNF711	1271	1292	517	665
s_4852	FOXK1	629	807	280	290
s_2491	ZNF236	520	518	229	241
s_985	IL1R1	541	479	243	222
s_2838	HMG20B	492	505	207	220
s_5359	ZNF705B	935	972	389	452
s_3622	ZNF248	536	600	219	305
s_4670	ZNF610	730	796	284	350
s_2614	JRKL	1129	1256	495	568
s_1982	HNF1A	1011	1009	401	508
s_351	EBF1	1126	1260	456	567
s_2583	KLF11	89	122	49	41
s_3650	HOMEZ	284	346	151	167
s_1244	MITF	443	502	183	199
s_827	HOXA10	391	448	144	176
s_3729	HIVEP3	689	782	284	351
s_2547	ALX1	971	1030	375	432
s_1590	POU4F3	399	395	163	184
s_3861	RFX7	952	1038	370	466
s_4371	SP7	479	522	189	224
s_2332	ZNF76	842	910	342	412
s_3527	ZNF415	917	1005	316	464
s_212	CCR4	359	494	130	195
s_4362	ZNF354B	465	509	187	233
s_1247	KMT2A	1018	1050	391	465
s_3283	ICOS	796	949	313	370
s_3161	POU2F3	205	268	78	140
s_2659	ZBED1	677	763	300	350
s_332	E2F3	308	381	148	195
s_771	HNF4A	418	515	163	231
s_3772	DMRTA2	360	403	167	236
s_2754	ZEB2	1149	1334	468	588
s_1947	TAP2	243	274	126	119
s_742	HMGA1	488	476	156	242
s_5187	HES3	209	373	125	192
s_1827	SOX3	152	168	81	84
s_2549	DPF3	631	720	259	298
s_4406	ZNF543	497	535	224	250
s_4494	ZFP92	459	572	255	240
s_5090	ZNF81	245	327	110	143
s_4906	NPAS4	317	332	122	156
s_2566	SOX14	510	587	208	268
s_5961	Non-Targeting Control	939	984	385	453
s_2376	ZNF135	334	516	182	202
s_1432	NPAS2	693	766	250	327
s_3936	ZNF419	379	461	164	185
s_4338	ZNF554	217	222	108	85
s_4328	ZNF257	792	886	320	361
s_2812	TOPORS	744	825	283	352
s_5941	Non-Targeting Control	493	568	203	220
s_900	HOXC11	613	638	246	329
s_3659	ZBTB2	411	375	160	183
s_3281	ICOS	608	661	277	341
s_614	GBX1	451	517	183	255
s_776	HNF4G	1091	1160	452	480
s_36	AR	424	458	172	221
s_4711	ZNF100	83	122	46	54
s_2066	TFCP2	845	895	401	450
s_69	ATF4	507	669	221	281
s_1753	CCL3	303	356	135	156
s_1360	NFE2L1	301	324	98	139
s_1825	SOX3	548	665	238	269
s_2679	ZNF235	722	793	282	372
s_1451	SIX6	460	484	194	201
s_1783	SIM1	704	769	285	333
s_510	FOXC1	457	528	174	207
s_5404	Non-Targeting Control	571	582	226	286
s_2220	ZNF3	658	703	298	331
s_236	CREB1	1157	1217	428	536
s_1139	LHX1	353	450	156	227
s_2384	ZNF140	944	907	367	416
s_5004	ZNF181	1012	1133	444	482
s_4512	E2F7	619	649	233	318
s_3497	SOX6	972	1101	391	499
s_970	IRF8	132	210	74	85
s_4391	HSF5	1049	1145	361	522
s_5606	Non-Targeting Control	1148	1305	480	566
s_4064	SCRT1	361	461	155	201
s_2502	GPANK1	1357	1570	556	668
s_646	CXCR3	363	413	130	200
s_2698	ZNF264	887	926	342	404
s_2821	ZNF443	509	570	239	253
s_4061	SCRT1	693	847	343	404
s_5432	Non-Targeting Control	1121	1188	490	569
s_1552	PRRX1	511	611	234	255
s_1159	LTF	985	1063	404	519
s_3401	CXXC5	532	579	221	278
s_2346	ZNF90	761	801	318	380
s_5028	HMX3	93	102	42	32
s_2962	ARID5A	516	570	209	267
s_5422	Non-Targeting Control	115	156	57	60
s_3418	SIX4	1023	1298	256	425
s_2992	BTN3A2	567	636	227	300
s_5737	Non-Targeting Control	596	646	236	297
s_5024	UNCX	407	550	169	226
s_2458	ZNF205	512	566	191	282
s_1311	MYF6	676	683	261	294
s_5769	Non-Targeting Control	579	713	227	311
s_393	ELK3	454	534	156	237
s_3733	PRDM12	350	285	105	140
s_5255	DUXA	314	402	154	181
s_2593	YBX3	407	416	160	227
s_3730	HIVEP3	1028	1032	418	473
s_5051	BARHL2	527	586	226	273
s_2067	TFCP2	615	501	160	256
s_3383	ZBTB7A	494	553	197	261
s_4099	ZNF541	762	850	289	355
s_303	DLX5	768	798	285	369
s_4963	ZNF621	1069	1058	354	442
s_4415	ZNF787	182	231	89	104
s_841	HOXB2	507	528	236	256
s_2506	DDX39B	702	841	308	361
s_4575	ZNF582	1488	1524	596	662
s_2304	ZNF41	345	600	159	197
s_695	HIVEP2	925	916	330	409
s_620	GBX2	633	653	231	316
s_2134	TP73	293	313	119	178
s_5948	Non-Targeting Control	685	701	242	332
s_1588	POU4F2	415	831	149	254
s_1113	ISL1	783	960	317	444
s_3745	BACH2	751	931	296	439
s_2863	HOXB13	666	710	280	324
s_1777	SHOX2	1037	1074	425	518
s_5238	ZNF716	1070	1142	426	482
s_4876	EBF3	559	610	210	298
s_1486	PAX6	537	634	239	288
s_59	ZFHX3	156	212	56	78
s_4735	ZNF467	459	442	180	226
s_2743	NFE2L3	284	299	113	126
s_3338	ZBTB7B	635	675	257	312
s_3107	CUX2	379	362	153	159
s_4019	PDCD1LG2	826	885	309	418
s_3906	BHLHE41	684	727	255	301
s_5590	Non-Targeting Control	805	1000	383	424
s_3509	ZNF416	931	1014	344	485
s_417	EPAS1	704	756	297	385
s_1934	T	201	221	111	109
s_2194	ZFX	1034	1129	403	513
s_3698	NFE4	738	755	300	326
s_5596	Non-Targeting Control	210	224	100	101
s_5886	Non-Targeting Control	262	314	112	143
s_2901	LBX1	675	705	279	324
s_4225	ZNF766	766	853	347	374
s_3643	ZNF398	981	1000	384	486
s_4261	ZNF697	485	588	154	249
s_1427	NPAS1	288	306	100	110
s_66	ATF3	547	649	177	259
s_2359	ZNF124	586	635	233	269
s_4976	ZNF454	1111	1172	441	537
s_2321	ZNF75D	456	474	195	227
s_961	HSPA1B	476	581	198	257
s_3637	AHRR	369	395	134	188
s_299	DLX4	858	881	321	403
s_968	FOXN2	431	640	264	235
s_2738	CREB5	340	369	145	205
s_4441	BHLHE23	530	604	228	278
s_3723	DMRT3	929	982	362	459
s_1653	RARA	390	540	172	212
s_965	FOXN2	728	828	294	392
s_3563	BARX1	253	333	104	144
s_2632	FOXH1	1218	1375	485	576
s_2919	TBR1	404	468	163	208
s_1724	RXRB	718	813	310	429
s_1058	IL13	737	851	302	435
s_5494	Non-Targeting Control	1103	1212	460	567
s_920	HOXD4	741	743	302	366
s_3192	ZNF337	1084	1113	416	534
s_4040	ZNF436	438	458	130	191
s_5543	Non-Targeting Control	840	937	343	391
s_1857	SP1	408	446	185	194
s_5	AGER	378	446	98	187
s_2667	GCM2	1248	1390	496	587
s_1453	OTX1	360	450	170	152
s_5519	Non-Targeting Control	330	356	156	213
s_1333	NFATC1	578	647	243	310
s_3717	ZNF250	1100	1227	441	534
s_5043	ZNF677	692	736	244	343
s_3258	BHLHE22	249	296	106	117
s_5584	Non-Targeting Control	424	486	183	222
s_1501	PBX2	425	533	214	225
s_4341	ZNF501	26	29	11	7
s_532	FOXE3	311	340	157	188
s_5534	Non-Targeting Control	1460	1474	542	694
s_1305	MYF5	206	242	88	109
s_5086	ZFP57	366	410	123	171
s_3367	TFDP3	797	960	333	423
s_3439	NKX1-1	685	647	294	295
s_3282	ICOS	249	331	119	137
s_5851	Non-Targeting Control	524	623	193	310
s_2025	MLX	485	611	193	265
s_2931	TCFL5	753	784	288	366
s_4987	ZFP41	187	154	64	71
s_4222	ZNF616	824	845	304	351
s_5169	BSX	641	677	239	327
s_2792	ZBTB33	813	874	362	410
s_3189	ZNF337	648	713	184	341
s_1768	CCL7	493	580	195	246
s_3232	FOXB1	418	484	188	186
s_3571	RNF20	511	569	219	275
s_1806	SNAI2	438	469	186	215
s_1390	NFKBIL1	451	462	165	201
s_4723	TIGD2	545	669	242	298
s_1562	POU2F1	459	485	211	255
s_3541	ZKSCAN7	956	1057	375	517
s_5054	BARHL2	1028	1209	383	498
s_1308	MYF5	402	435	155	205
s_2229	ZNF8	409	444	189	203
s_4787	ZNF585A	1111	1131	490	551
s_4025	PBX4	282	386	160	164
s_4934	ZNF776	689	708	248	338
s_3478	ZNF444	296	380	158	165
s_666	GTF3A	1030	1094	378	508
s_2201	ZIC1	69	118	30	40
s_4096	ARID5B	734	857	317	395
s_1529	PITX3	436	442	127	199
s_4360	ZNF354B	876	1014	363	466
s_1097	IRF4	501	577	211	254
s_2479	ZNF224	938	964	401	480
s_1555	POU1F1	300	372	121	195
s_890	HOXC9	436	512	176	198
s_1243	MITF	410	472	178	224
s_3088	ZBTB43	386	412	157	201
s_4916	ZNF740	921	1027	387	459
s_2677	ZNF235	902	998	341	477
s_2070	NR2F1	276	308	120	149
s_892	HOXC9	407	396	171	155
s_34	AR	689	740	276	352
s_4108	ZNF333	491	540	189	267
s_5645	Non-Targeting Control	280	253	93	120
s_536	FOXJ1	316	286	109	138
s_3225	FOXD3	497	514	171	208
