sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
s_2587_r0	Non-Targeting Control	3910.4	3807.6	3910.4	3807.6	-0.038447	5290.1	25326	0.64634	0.25903	0.74097	0.51806	0.99724	False
s_1263_r0	MUC21	4898.1	4780.7	4898.1	4780.7	-0.034994	6891.5	32994	0.64633	0.25903	0.74097	0.51807	0.99724	False
s_541_r0	DPP10	4050.4	3945.4	4050.4	3945.4	-0.037878	5511	26394	0.64621	0.25907	0.74093	0.51814	0.99724	False
s_959_r0	IRF3	3602.7	3504.9	3602.7	3504.9	-0.039722	4789.1	23004	0.64527	0.25938	0.74062	0.51875	0.99724	False
s_2734_r0	Non-Targeting Control	2136.3	2208.3	2136.3	2208.3	0.047816	2593.7	12469	0.64502	0.74054	0.25946	0.51892	0.99724	True
s_2252_r0	ZNF79	3560.5	3463.4	3560.5	3463.4	-0.039879	4714.1	22688	0.64464	0.25958	0.74042	0.51916	0.99724	False
s_2342_r0	Non-Targeting Control	4104.9	3999.5	4104.9	3999.5	-0.037505	5550.5	26811	0.64346	0.25996	0.74004	0.51992	0.99724	False
s_1523_r0	PPP1R10	3505	3409.3	3505	3409.3	-0.03989	4570.8	22273	0.64065	0.26087	0.73913	0.52175	0.99724	False
s_1491_r0	PLEKHB2	4679.2	4792.4	4679.2	4792.4	0.034468	6403	31269	0.63996	0.7389	0.2611	0.5222	0.99724	True
s_148_r0	BACH2	2795.1	2878.7	2795.1	2878.7	0.042495	3493.2	17082	0.63953	0.73876	0.26124	0.52248	0.99724	True
s_2445_r0	Non-Targeting Control	5444.6	5321.2	5444.6	5321.2	-0.033063	7611.3	37362	0.63831	0.26164	0.73836	0.52327	0.99724	False
s_852_r0	IFNAR1	2237.4	2164.2	2237.4	2164.2	-0.04798	2680.5	13162	0.6382	0.26167	0.73833	0.52334	0.99724	False
s_1916_r0	TAPBP	2010.8	2079.5	2010.8	2079.5	0.048456	2361	11616	0.63759	0.73813	0.26187	0.52374	0.99724	True
s_1089_r0	LPL	3015	3102.1	3015	3102.1	0.041058	3790.3	18668	0.63725	0.73802	0.26198	0.52396	0.99724	True
s_2586_r0	Non-Targeting Control	2119.6	2048.9	2119.6	2048.9	-0.04898	2505.4	12355	0.63685	0.26211	0.73789	0.52422	0.99724	False
s_895_r0	IL18R1	3730.5	3631.9	3730.5	3631.9	-0.038628	4859.4	23964	0.63684	0.26211	0.73789	0.52423	0.99724	False
s_2031_r0	TMPRSS11F	2952.8	2867	2952.8	2867	-0.042567	3687.7	18217	0.63629	0.26229	0.73771	0.52459	0.99724	False
s_898_r0	IL18RAP	2488.5	2566	2488.5	2566	0.044259	3007.4	14907	0.6352	0.73735	0.26265	0.5253	0.99724	True
s_1387_r0	NR1H3	3218.3	3308.4	3218.3	3308.4	0.03982	4058.6	20152	0.63466	0.73718	0.26282	0.52565	0.99724	True
s_2043_r0	TNFRSF11A	2851.7	2767.8	2851.7	2767.8	-0.043064	3519.2	17488	0.6344	0.26291	0.73709	0.52582	0.99724	False
s_347_r0	CFTR	2942.8	3028.2	2942.8	3028.2	0.041255	3646.2	18145	0.63396	0.73695	0.26305	0.52611	0.99724	True
s_76_r0	APOM	4590.3	4479.7	4590.3	4479.7	-0.03518	6116.9	30572	0.63258	0.2635	0.7365	0.52701	0.99724	False
s_195_r0	C1GALT1C1L	643.22	608.17	643.22	608.17	-0.080721	614.44	3073.9	0.63228	0.2636	0.7364	0.5272	0.99724	False
s_2277_r0	CUL5	2966.2	3051.7	2966.2	3051.7	0.040981	3654.5	18313	0.63175	0.73622	0.26378	0.52755	0.99724	True
s_1184_r0	MAPK7	3216.1	3305.7	3216.1	3305.7	0.039637	4015.3	20136	0.63153	0.73615	0.26385	0.5277	0.99724	True
s_2893_r0	Non-Targeting Control	4504.8	4614	4504.8	4614	0.034542	5960.4	29904	0.63138	0.7361	0.2639	0.52779	0.99724	True
s_233_r0	CASP1	3225	3314.7	3225	3314.7	0.039583	4026.3	20201	0.63137	0.7361	0.2639	0.5278	0.99724	True
s_1823_r0	SLC4A1	4310.4	4204	4310.4	4204	-0.036036	5655.9	28394	0.63118	0.26396	0.73604	0.52792	0.99724	False
s_2745_r0	Non-Targeting Control	2311.8	2238.1	2311.8	2238.1	-0.046765	2720.9	13676	0.6308	0.26408	0.73592	0.52817	0.99724	False
s_831_r0	HSPA1B	3225	3135.4	3225	3135.4	-0.040619	4010.5	20201	0.63013	0.2643	0.7357	0.52861	0.99724	False
s_427_r0	CTBP1	2748.4	2666.9	2748.4	2666.9	-0.043406	3320.3	16748	0.62969	0.26445	0.73555	0.5289	0.99724	False
s_2068_r0	TRADD	2590.7	2512	2590.7	2512	-0.044494	3097.6	15627	0.62963	0.26447	0.73553	0.52894	0.99724	False
s_2681_r0	Non-Targeting Control	2905.1	2821	2905.1	2821	-0.042347	3533.1	17872	0.62879	0.26474	0.73526	0.52949	0.99724	False
s_764_r0	HIST1H3G	3786	3884.2	3786	3884.2	0.036913	4816.4	24383	0.62854	0.73517	0.26483	0.52965	0.99724	True
s_890_r0	IL17RA	4751.4	4863.5	4751.4	4863.5	0.033645	6286.8	31836	0.62845	0.73514	0.26486	0.52971	0.99724	True
s_620_r0	ETS2	5290.2	5170.8	5290.2	5170.8	-0.032936	7131.5	36120	0.62839	0.26487	0.73513	0.52975	0.99724	False
s_1705_r0	RPN1	3598.3	3503.1	3598.3	3503.1	-0.038683	4534	22970	0.62831	0.2649	0.7351	0.5298	0.99724	False
s_1713_r0	RPS26	2110.8	2180.4	2110.8	2180.4	0.046812	2425.2	12294	0.62811	0.73503	0.26497	0.52993	0.99724	True
s_719_r0	GPX4	1043.2	1089.3	1043.2	1089.3	0.062385	1064.5	5397.1	0.62808	0.73502	0.26498	0.52995	0.99724	True
s_2018_r0	TMEM56-RWDD3	1817.5	1881.3	1817.5	1881.3	0.049748	2035.2	10320	0.62801	0.735	0.265	0.53	0.99724	True
s_2449_r0	Non-Targeting Control	1959.7	2026.3	1959.7	2026.3	0.048235	2221.8	11271	0.6279	0.73497	0.26503	0.53007	0.99724	True
s_153_r0	BCL10	2636.2	2557	2636.2	2557	-0.043995	3136.9	15950	0.62718	0.26527	0.73473	0.53054	0.99724	False
s_354_r0	CIITA	3408.3	3500.3	3408.3	3500.3	0.038431	4235.5	21554	0.62691	0.73464	0.26536	0.53072	0.99724	True
s_673_r0	G6PC3	4058.2	3956.2	4058.2	3956.2	-0.036697	5196.9	26453	0.62682	0.26539	0.73461	0.53077	0.99724	False
s_2316_r0	VSIG4	3533.8	3440	3533.8	3440	-0.038826	4405	22489	0.62591	0.26569	0.73431	0.53138	0.99724	False
s_467_r0	CYBA	2930.6	3014.7	2930.6	3014.7	0.040805	3536.5	18056	0.62587	0.7343	0.2657	0.5314	0.99724	True
s_906_r0	IL23R	3185	3273.3	3185	3273.3	0.039433	3897.1	19908	0.62571	0.73425	0.26575	0.5315	0.99724	True
s_1405_r0	OAS2	1647.5	1587.5	1647.5	1587.5	-0.053446	1797.1	9201.2	0.62501	0.26598	0.73402	0.53197	0.99724	False
s_1859_r0	SPRED2	2695.1	2775.1	2695.1	2775.1	0.042161	3196.3	16368	0.62495	0.734	0.266	0.53201	0.99724	True
s_2147_r0	UNG	3233.9	3322.9	3233.9	3322.9	0.039138	3956.8	20266	0.62488	0.73398	0.26602	0.53205	0.99724	True
s_2067_r0	TRADD	839.86	880.27	839.86	880.27	0.067719	816.5	4192.5	0.62411	0.73372	0.26628	0.53256	0.99724	True
s_1478_r0	PIK3CD	2322.9	2249.8	2322.9	2249.8	-0.046151	2676.6	13753	0.62389	0.26635	0.73365	0.5327	0.99724	False
s_994_r0	JAK2	3674.9	3770.6	3674.9	3770.6	0.037084	4580.6	23546	0.62377	0.73361	0.26639	0.53278	0.99724	True
s_563_r0	E2F7	3370.5	3279.6	3370.5	3279.6	-0.039445	4134.4	21274	0.62344	0.2665	0.7335	0.533	0.99724	False
s_1678_r0	RIC8B	2832.9	2914.7	2832.9	2914.7	0.04108	3349.9	17352	0.62137	0.73282	0.26718	0.53435	0.99724	True
s_229_r0	CARD9	2907.3	2990.4	2907.3	2990.4	0.040647	3453.1	17888	0.62136	0.73282	0.26718	0.53437	0.99724	True
s_2550_r0	Non-Targeting Control	3871.6	3773.3	3871.6	3773.3	-0.037062	4823.2	25031	0.62079	0.26737	0.73263	0.53474	0.99724	False
s_405_r0	CRK	2856.2	2774.1	2856.2	2774.1	-0.042027	3364.6	17520	0.61975	0.26771	0.73229	0.53543	0.99724	False
s_1747_r0	SBDS	4298.2	4402.2	4298.2	4402.2	0.034511	5416.5	28299	0.61871	0.73194	0.26806	0.53611	0.99724	True
s_953_r0	IRF2	1665.3	1605.6	1665.3	1605.6	-0.052645	1782.5	9317.3	0.61856	0.2681	0.7319	0.53621	0.99724	False
s_453_r0	CTSZ	3459.4	3367.9	3459.4	3367.9	-0.038665	4187	21934	0.61789	0.26833	0.73167	0.53665	0.99724	False
s_2104_r0	TSPAN4	2769.5	2849.8	2769.5	2849.8	0.041222	3224.3	16899	0.61774	0.73163	0.26837	0.53674	0.99724	True
s_361_r0	CLCN4	3556.1	3649	3556.1	3649	0.037215	4319.8	22655	0.61754	0.73156	0.26844	0.53688	0.99724	True
s_832_r0	HSPA1B	2607.3	2530	2607.3	2530	-0.043432	2991.8	15745	0.61646	0.26879	0.73121	0.53759	0.99724	False
s_2103_r0	TSPAN4	3026.2	3110.2	3026.2	3110.2	0.039519	3533.6	18748	0.61396	0.73038	0.26962	0.53924	0.99724	True
s_897_r0	IL18RAP	3398.3	3308.4	3398.3	3308.4	-0.038657	4038.7	21480	0.61322	0.26987	0.73013	0.53973	0.99724	False
s_212_r0	C3	3744.9	3649.9	3744.9	3649.9	-0.037063	4513.1	24073	0.61234	0.27016	0.72984	0.54032	0.99724	False
s_1541_r0	PRKAA1	2246.3	2175.9	2246.3	2175.9	-0.045913	2477.6	13223	0.61215	0.27022	0.72978	0.54044	0.99724	False
s_2739_r0	Non-Targeting Control	2966.2	3049	2966.2	3049	0.039703	3427	18313	0.61177	0.72966	0.27034	0.54069	0.99724	True
s_1682_r0	RIPK1	3116.1	3030.9	3116.1	3030.9	-0.039984	3629.9	19404	0.61168	0.27038	0.72962	0.54075	0.99724	False
s_2483_r0	Non-Targeting Control	3811.6	3715.7	3811.6	3715.7	-0.036749	4597.4	24576	0.61166	0.27038	0.72962	0.54076	0.99724	False
s_6_r0	AAGAB	4219.3	4117.5	4219.3	4117.5	-0.035211	5177.2	27691	0.6115	0.27043	0.72957	0.54087	0.99724	False
s_392_r0	COMMD8	3510.5	3419.3	3510.5	3419.3	-0.037988	4163.8	22314	0.61089	0.27063	0.72937	0.54127	0.99724	False
s_2393_r0	Non-Targeting Control	3483.9	3393.1	3483.9	3393.1	-0.038056	4115.2	22116	0.61005	0.27092	0.72908	0.54183	0.99724	False
s_2431_r0	Non-Targeting Control	4092.6	4192.3	4092.6	4192.3	0.034706	4967.2	26717	0.60978	0.729	0.271	0.54201	0.99724	True
s_1784_r0	SIGLEC5	4865.8	4976.2	4865.8	4976.2	0.032341	6086.5	32739	0.60977	0.72899	0.27101	0.54202	0.99724	True
s_578_r0	EGR1	2897.3	2978.7	2897.3	2978.7	0.039955	3312.1	17816	0.60977	0.72899	0.27101	0.54202	0.99724	True
s_2559_r0	Non-Targeting Control	446.59	473.92	446.59	473.92	0.085507	373.47	2012.2	0.60926	0.72882	0.27118	0.54235	0.99724	True
s_2557_r0	Non-Targeting Control	1995.2	2060.6	1995.2	2060.6	0.046472	2135.2	11510	0.6091	0.72877	0.27123	0.54246	0.99724	True
s_2297_r0	GSX1	2732.9	2654.3	2732.9	2654.3	-0.042059	3085.1	16637	0.609	0.27126	0.72874	0.54253	0.99724	False
s_698_r0	GOT1	4116	4215.7	4116	4215.7	0.034544	4976.8	26896	0.60834	0.72852	0.27148	0.54296	0.99724	True
s_2256_r0	ZNRD1	4039.3	3940.9	4039.3	3940.9	-0.035564	4839.4	26309	0.60654	0.27208	0.72792	0.54416	0.99724	False
s_2249_r0	ZNF79	808.75	770.35	808.75	770.35	-0.070099	737.45	4012.2	0.6063	0.27216	0.72784	0.54431	0.99724	False
s_1448_r0	PDCD10	987.61	1030.7	987.61	1030.7	0.061597	929.81	5063.6	0.60601	0.72775	0.27225	0.54451	0.99724	True
s_343_r0	CFH	3684.9	3777.9	3684.9	3777.9	0.03592	4317.4	23621	0.60462	0.72728	0.27272	0.54543	0.99724	True
s_2337_r0	Non-Targeting Control	779.87	742.42	779.87	742.42	-0.070908	701.3	3845.9	0.6039	0.27295	0.72705	0.54591	0.99724	False
s_1437_r0	PAIP1	3881.6	3786	3881.6	3786	-0.035968	4569.7	25107	0.60334	0.27314	0.72686	0.54628	0.99724	False
s_2233_r0	ZMAT5	3057.3	2974.2	3057.3	2974.2	-0.039738	3451.8	18974	0.60319	0.27319	0.72681	0.54638	0.99724	False
s_1934_r0	TFDP1	3638.3	3546.3	3638.3	3546.3	-0.036929	4229.4	23270	0.60291	0.27328	0.72672	0.54657	0.99724	False
s_2799_r0	Non-Targeting Control	2747.3	2669.6	2747.3	2669.6	-0.041362	3016.8	16740	0.60036	0.27413	0.72587	0.54827	0.99724	False
s_1595_r0	RAB5C	1559.7	1615.5	1559.7	1615.5	0.050627	1553.5	8631	0.59999	0.72574	0.27426	0.54851	0.99724	True
s_2694_r0	Non-Targeting Control	2117.4	2184	2117.4	2184	0.044647	2216.7	12340	0.59939	0.72554	0.27446	0.54891	0.99724	True
s_2846_r0	Non-Targeting Control	563.24	532.49	563.24	532.49	-0.080854	472.85	2634.3	0.59916	0.27453	0.72547	0.54907	0.99724	False
s_2264_r0	AXL	2795.1	2873.3	2795.1	2873.3	0.039784	3055.9	17082	0.59817	0.72514	0.27486	0.54973	0.99724	True
s_2425_r0	Non-Targeting Control	2436.3	2508.4	2436.3	2508.4	0.042062	2599.6	14542	0.59794	0.72506	0.27494	0.54988	0.99724	True
s_2170_r0	VCAN	2909.5	2989.5	2909.5	2989.5	0.03911	3198.5	17904	0.59774	0.72499	0.27501	0.55001	0.99724	True
s_1914_r0	TAPBP	2666.2	2590.3	2666.2	2590.3	-0.041631	2877.8	16162	0.59675	0.27534	0.72466	0.55067	0.99724	False
s_2831_r0	Non-Targeting Control	2971.7	3052.6	2971.7	3052.6	0.038708	3267.4	18354	0.5967	0.72465	0.27535	0.55071	0.99724	True
s_2429_r0	Non-Targeting Control	4574.8	4678.8	4574.8	4678.8	0.032443	5414.8	30450	0.59636	0.72453	0.27547	0.55093	0.99724	True
s_289_r0	CD151	3342.8	3429.2	3342.8	3429.2	0.036806	3732.9	21069	0.59527	0.72417	0.27583	0.55166	0.99724	True
s_2129_r0	TYMP	39.993	33.337	39.993	33.337	-0.25564	22.155	125.37	0.59489	0.27596	0.72404	0.55192	0.99724	False
s_1645_r0	REL	3105	3187.7	3105	3187.7	0.0379	3417.7	19323	0.59477	0.724	0.276	0.552	0.99724	True
s_979_r0	ITGAL	4153.7	4251.8	4153.7	4251.8	0.033647	4805.5	27186	0.59458	0.72394	0.27606	0.55212	0.99724	True
s_785_r0	HLA-DOA	3140.6	3223.7	3140.6	3223.7	0.037696	3458.3	19582	0.59432	0.72385	0.27615	0.5523	0.99724	True
s_2097_r0	TRPS1	3681.6	3590.4	3681.6	3590.4	-0.036158	4154.1	23596	0.59338	0.27646	0.72354	0.55292	0.99724	False
s_683_r0	GABRG2	2569.6	2495.7	2569.6	2495.7	-0.042037	2724.7	15478	0.59335	0.27647	0.72353	0.55295	0.99724	False
s_2284_r0	IDO1	6084.5	6206.9	6084.5	6206.9	0.02873	7491.1	42578	0.5932	0.72348	0.27652	0.55305	0.99724	True
s_1844_r0	SNX13	3867.1	3773.3	3867.1	3773.3	-0.035405	4396.6	24997	0.5931	0.27656	0.72344	0.55311	0.99724	False
s_2361_r0	Non-Targeting Control	2195.2	2262.4	2195.2	2262.4	0.043485	2258.2	12872	0.59235	0.72319	0.27681	0.55361	0.99724	True
s_1302_r0	NEDD8	3079.5	2997.6	3079.5	2997.6	-0.038867	3352.3	19136	0.59191	0.27696	0.72304	0.55391	0.99724	False
s_2312_r0	CD38	2352.9	2422.8	2352.9	2422.8	0.042175	2438.1	13961	0.59099	0.72274	0.27726	0.55453	0.99724	True
s_158_r0	BCL3	3031.7	2950.7	3031.7	2950.7	-0.039039	3277.5	18789	0.59066	0.27737	0.72263	0.55475	0.99724	False
s_495_r0	DDOST	2415.1	2344.4	2415.1	2344.4	-0.042887	2504	14394	0.58985	0.27765	0.72235	0.55529	0.99724	False
s_594_r0	EIF5	209.96	227.05	209.96	227.05	0.11235	145.95	840.26	0.58941	0.72221	0.27779	0.55559	0.99724	True
s_1220_r0	MIB2	790.98	754.13	790.98	754.13	-0.068735	678.87	3909.8	0.5893	0.27783	0.72217	0.55566	0.99724	False
s_1579_r0	PTPN2	2404	2333.6	2404	2333.6	-0.042904	2483	14317	0.58896	0.27795	0.72205	0.55589	0.99724	False
s_1986_r0	TLR7	955.39	996.5	955.39	996.5	0.060706	844.7	4871.6	0.58889	0.72203	0.27797	0.55594	0.99724	True
s_2355_r0	Non-Targeting Control	3491.6	3403.9	3491.6	3403.9	-0.036683	3844.5	22174	0.58886	0.27798	0.72202	0.55595	0.99724	False
s_2468_r0	Non-Targeting Control	3440.5	3527.4	3440.5	3527.4	0.035957	3771.6	21793	0.58832	0.72184	0.27816	0.55632	0.99724	True
s_772_r0	HLA-B	1776.4	1835.3	1776.4	1835.3	0.047076	1737.7	10048	0.58812	0.72177	0.27823	0.55645	0.99724	True
s_1940_r0	TGFB1	4679.2	4575.2	4679.2	4575.2	-0.032412	5405.4	31269	0.588	0.27827	0.72173	0.55653	0.99724	False
s_2813_r0	Non-Targeting Control	3309.4	3224.6	3309.4	3224.6	-0.037434	3594.9	20823	0.58761	0.2784	0.7216	0.55679	0.99724	False
s_414_r0	CSGALNACT1	4268.2	4169.8	4268.2	4169.8	-0.033635	4839.3	28068	0.58722	0.27853	0.72147	0.55706	0.99724	False
s_1875_r0	STAT5B	3898.2	3991.4	3898.2	3991.4	0.034064	4339.5	25234	0.58647	0.72122	0.27878	0.55756	0.99724	True
s_1962_r0	TLR1	1359.8	1410	1359.8	1410	0.052347	1264.1	7353	0.58637	0.72119	0.27881	0.55763	0.99724	True
s_812_r0	HLA-E	3512.7	3600.4	3512.7	3600.4	0.035535	3838.8	22331	0.58635	0.72118	0.27882	0.55764	0.99724	True
s_2305_r0	GNAS	1907.5	1968.7	1907.5	1968.7	0.045546	1873.4	10920	0.58574	0.72098	0.27902	0.55805	0.99724	True
s_2238_r0	ZMIZ1	1497.5	1550.6	1497.5	1550.6	0.05022	1408.8	8230.2	0.58511	0.72076	0.27924	0.55847	0.99724	True
s_2604_r0	Non-Targeting Control	2195.2	2261.5	2195.2	2261.5	0.042911	2198.1	12872	0.58441	0.72053	0.27947	0.55894	0.99724	True
s_593_r0	EIF5	3399.4	3485	3399.4	3485	0.035872	3664.5	21488	0.58401	0.72039	0.27961	0.55922	0.99724	True
s_816_r0	HLA-F	2016.3	1953.3	2016.3	1953.3	-0.045756	1983	11653	0.58339	0.27982	0.72018	0.55963	0.99724	False
s_490_r0	DDAH2	2580.7	2653.4	2580.7	2653.4	0.040089	2645.9	15557	0.58323	0.72013	0.27987	0.55974	0.99724	True
s_902_r0	IL1B	2135.2	2200.2	2135.2	2200.2	0.043261	2114.2	12461	0.58252	0.71989	0.28011	0.56022	0.99724	True
s_1631_r0	RC3H1	4092.6	4187.8	4092.6	4187.8	0.033155	4528.3	26717	0.58222	0.71979	0.28021	0.56042	0.99724	True
s_1015_r0	KAT2A	644.33	676.64	644.33	676.64	0.070479	521.93	3080	0.58216	0.71977	0.28023	0.56046	0.99724	True
s_2213_r0	ZC3H13	3670.5	3581.4	3670.5	3581.4	-0.035423	3965	23512	0.58075	0.28071	0.71929	0.56141	0.99724	False
s_729_r0	GTF2IRD1	2455.1	2525.5	2455.1	2525.5	0.040735	2473.7	14674	0.58065	0.71926	0.28074	0.56147	0.99724	True
s_1285_r0	NAMPT	3499.4	3585.9	3499.4	3585.9	0.035233	3744.3	22232	0.58038	0.71917	0.28083	0.56166	0.99724	True
s_632_r0	FANCM	3737.1	3647.2	3737.1	3647.2	-0.035133	4044	24014	0.58034	0.28084	0.71916	0.56168	0.99724	False
s_1667_r0	RFXANK	3028.4	2948.9	3028.4	2948.9	-0.038333	3154.7	18764	0.57987	0.281	0.719	0.562	0.99724	False
s_2728_r0	Non-Targeting Control	3772.7	3682.3	3772.7	3682.3	-0.034959	4081	24282	0.57977	0.28104	0.71896	0.56207	0.99724	False
s_2306_r0	GNAS	3576.1	3663.4	3576.1	3663.4	0.034814	3816.6	22804	0.57856	0.71856	0.28144	0.56289	0.99724	True
s_818_r0	HLA-G	2264.1	2330.9	2264.1	2330.9	0.041934	2231.3	13346	0.57826	0.71846	0.28154	0.56309	0.99724	True
s_1216_r0	MEF2C	4372.6	4470.7	4372.6	4470.7	0.03201	4814.2	28876	0.57745	0.71818	0.28182	0.56364	0.99724	True
s_1088_r0	LINGO2	902.07	863.15	902.07	863.15	-0.063556	757.38	4556.3	0.57659	0.28211	0.71789	0.56422	0.99724	False
s_1926_r0	TBX1	3047.3	3126.4	3047.3	3126.4	0.036995	3134.5	18902	0.5759	0.71766	0.28234	0.56468	0.99724	True
s_2053_r0	TNFSF11	3672.7	3760.7	3672.7	3760.7	0.034161	3874.2	23529	0.57386	0.71697	0.28303	0.56606	0.99724	True
s_813_r0	HLA-F	3291.7	3374.2	3291.7	3374.2	0.035722	3407	20692	0.57386	0.71697	0.28303	0.56607	0.99724	True
s_2520_r0	Non-Targeting Control	5511.3	5399.6	5511.3	5399.6	-0.029521	6232.8	37901	0.5735	0.28315	0.71685	0.56631	0.99724	False
s_1244_r0	MRPL51	1675.3	1730.8	1675.3	1730.8	0.047019	1541.9	9382.7	0.57329	0.71678	0.28322	0.56645	0.99724	True
s_2048_r0	TNFRSF14	3820.5	3910.3	3820.5	3910.3	0.033523	4035.3	24644	0.57227	0.71643	0.28357	0.56714	0.99724	True
s_2111_r0	TTLL7	800.97	764.94	800.97	764.94	-0.066324	649.23	3967.3	0.57209	0.28363	0.71637	0.56726	0.99724	False
s_2292_r0	MAF	2792.9	2718.3	2792.9	2718.3	-0.03903	2780.4	17066	0.57083	0.28406	0.71594	0.56812	0.99724	False
s_1215_r0	MEF2C	885.4	923.52	885.4	923.52	0.060731	726.19	4458.4	0.57076	0.71592	0.28408	0.56816	0.99724	True
s_1969_r0	TLR2	2531.8	2602.1	2531.8	2602.1	0.03948	2468.8	15212	0.56973	0.71557	0.28443	0.56886	0.99724	True
s_258_r0	CBX7	2531.8	2602.1	2531.8	2602.1	0.03948	2468.8	15212	0.56973	0.71557	0.28443	0.56886	0.99724	True
s_2415_r0	Non-Targeting Control	2782.9	2857	2782.9	2857	0.03794	2751.4	16994	0.56904	0.71533	0.28467	0.56933	0.99724	True
s_2282_r0	IDO1	4090.4	4183.3	4090.4	4183.3	0.032386	4313.6	26700	0.56843	0.71513	0.28487	0.56974	0.99724	True
s_1561_r0	PSCA	3536.1	3450.8	3536.1	3450.8	-0.035207	3635.7	22505	0.56842	0.28488	0.71512	0.56975	0.99724	False
s_835_r0	HSPD1	577.68	607.27	577.68	607.27	0.071941	437.72	2712.9	0.56806	0.715	0.285	0.56999	0.99724	True
s_82_r0	ARAP2	3699.4	3786.9	3699.4	3786.9	0.033714	3827.4	23730	0.56797	0.71497	0.28503	0.57006	0.99724	True
s_2591_r0	Non-Targeting Control	3323.9	3241.8	3323.9	3241.8	-0.036078	3371.5	20929	0.56761	0.28515	0.71485	0.5703	0.99724	False
s_201_r0	C1orf141	2902.8	2978.7	2902.8	2978.7	0.037193	2875.4	17856	0.56751	0.71482	0.28518	0.57037	0.99724	True
s_2679_r0	Non-Targeting Control	2388.5	2456.1	2388.5	2456.1	0.040258	2286	14208	0.56726	0.71473	0.28527	0.57054	0.99724	True
s_2244_r0	ZNF384	2978.4	3055.3	2978.4	3055.3	0.036753	2955	18402	0.56671	0.71454	0.28546	0.57091	0.99724	True
s_4_r0	A4GALT	4181.5	4275.2	4181.5	4275.2	0.03196	4388.8	27400	0.566	0.7143	0.2857	0.5714	0.99724	True
s_1009_r0	JUNB	1527.5	1579.4	1527.5	1579.4	0.048189	1347.7	8423.1	0.5657	0.7142	0.2858	0.5716	0.99724	True
s_451_r0	CTSB	3492.7	3576.9	3492.7	3576.9	0.034354	3544.2	22182	0.56529	0.71406	0.28594	0.57187	0.99724	True
s_2501_r0	Non-Targeting Control	3790.5	3878.8	3790.5	3878.8	0.033213	3898.2	24417	0.56507	0.71399	0.28601	0.57203	0.99724	True
s_1315_r0	NFATC2	3006.2	3083.2	3006.2	3083.2	0.036492	2967.1	18603	0.56479	0.71389	0.28611	0.57222	0.99724	True
s_1239_r0	MKX	2847.3	2921.9	2847.3	2921.9	0.037309	2783.9	17456	0.56477	0.71389	0.28611	0.57223	0.99724	True
s_1734_r0	S100A9	2851.7	2926.4	2851.7	2926.4	0.037281	2788.5	17488	0.56472	0.71387	0.28613	0.57227	0.99724	True
s_808_r0	HLA-DRB5	2746.2	2819.2	2746.2	2819.2	0.037835	2664.5	16732	0.56435	0.71374	0.28626	0.57252	0.99724	True
s_2889_r0	Non-Targeting Control	4245.9	4151.8	4245.9	4151.8	-0.032353	4435	27896	0.56388	0.28642	0.71358	0.57283	0.99724	False
s_92_r0	ARPC4	3449.4	3532.8	3449.4	3532.8	0.034444	3475.3	21859	0.56388	0.71358	0.28642	0.57283	0.99724	True
s_2634_r0	Non-Targeting Control	5088	4983.4	5088	4983.4	-0.029975	5475.4	34503	0.56337	0.28659	0.71341	0.57318	0.99724	False
s_251_r0	CBFB	4219.3	4125.6	4219.3	4125.6	-0.032374	4384.9	27691	0.56277	0.2868	0.7132	0.57359	0.99724	False
s_1617_r0	RASSF1	2317.4	2251.6	2317.4	2251.6	-0.041544	2165.4	13714	0.56194	0.28708	0.71292	0.57415	0.99724	False
s_1960_r0	TIRAP	4233.7	4140.1	4233.7	4140.1	-0.032271	4387.4	27802	0.5618	0.28713	0.71287	0.57425	0.99724	False
s_687_r0	GHITM	2572.9	2503	2572.9	2503	-0.039747	2446.1	15502	0.56178	0.28713	0.71287	0.57427	0.99724	False
s_1310_r0	NFATC1	3427.2	3344.5	3427.2	3344.5	-0.035237	3421.2	21694	0.5616	0.28719	0.71281	0.57439	0.99724	False
s_1002_r0	JRK	2479.6	2548	2479.6	2548	0.039255	2340.8	14845	0.56157	0.7128	0.2872	0.57441	0.99724	True
s_2777_r0	Non-Targeting Control	3345	3426.5	3345	3426.5	0.034711	3319.5	21085	0.56113	0.71264	0.28736	0.57471	0.99724	True
s_2555_r0	Non-Targeting Control	938.73	900.09	938.73	900.09	-0.060575	746.52	4772.7	0.55931	0.28798	0.71202	0.57595	0.99724	False
s_1254_r0	MSN	3255	3175.1	3255	3175.1	-0.03585	3192.9	20422	0.5592	0.28801	0.71199	0.57603	0.99724	False
s_238_r0	CASP10	3612.7	3697.7	3612.7	3697.7	0.03352	3607.9	23079	0.55916	0.71197	0.28803	0.57605	0.99724	True
s_2082_r0	TRAM1	4010.4	3920.2	4010.4	3920.2	-0.032818	4069.8	26088	0.55857	0.28823	0.71177	0.57645	0.99724	False
s_1287_r0	NAMPT	3052.8	2976	3052.8	2976	-0.036767	2952.4	18942	0.55833	0.28831	0.71169	0.57662	0.99724	False
s_2806_r0	Non-Targeting Control	899.85	862.25	899.85	862.25	-0.061507	706.85	4543.2	0.55782	0.28848	0.71152	0.57697	0.99724	False
